user_id,hours_streaming,hours_social,hours_messaging,hours_gaming,background_data_mb,is_peak_hour_user,is_weekend,age_group,plan_type,device_type,network_type,measurement_date
SUB6991305,0.27,0.24,0.04,0.0,29.49,0,0,55+,Postpaid_Unlimited,Mid_Range,3G,2026-04-16
SUB1872834,3.39,2.73,0.73,0.05,89.83,1,1,25-34,Postpaid_Basic,Mid_Range,4G,2026-04-04
SUB5637370,1.85,6.0,0.54,0.17,57.99,0,0,18-24,Postpaid_Premium,Mid_Range,5G,2026-04-09
SUB7626379,7.96,2.05,4.0,0.14,140.6,0,1,25-34,Postpaid_Premium,5G_Device,5G,2026-03-31
SUB6887774,1.3,5.19,0.56,6.0,86.75,1,0,25-34,Postpaid_Basic,Premium_Smartphone,4G,2026-04-10
SUB8352132,1.57,2.69,0.11,0.29,103.3,1,1,55+,Postpaid_Basic,5G_Device,4G,2026-04-05
SUB2032499,0.58,2.75,0.05,0.33,92.04,0,0,25-34,Prepaid_Monthly,5G_Device,4G+,2026-04-16
SUB4820888,0.58,0.88,0.12,0.06,94.22,0,0,25-34,Prepaid_Daily,Premium_Smartphone,4G,2026-04-04
SUB8730302,1.87,0.87,1.92,0.91,84.77,0,0,25-34,Postpaid_Premium,5G_Device,4G,2026-04-04
SUB8534504,2.97,1.61,1.32,0.11,56.77,0,1,25-34,Postpaid_Unlimited,Premium_Smartphone,4G,2026-03-24
SUB3331348,0.39,1.04,0.05,0.36,103.4,1,0,45-54,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-13
SUB7565269,1.3,6.0,0.45,0.11,109.12,0,0,18-24,Postpaid_Unlimited,Premium_Smartphone,5G,2026-04-10
SUB8199107,2.48,0.78,1.68,0.02,57.24,0,0,25-34,Prepaid_Monthly,Mid_Range,5G,2026-04-16
SUB3806284,0.59,0.17,0.17,0.15,39.94,0,0,55+,Postpaid_Basic,Mid_Range,5G,2026-04-07
SUB7572531,2.22,0.43,0.27,0.52,66.79,0,1,18-24,Prepaid_Monthly,Premium_Smartphone,3G,2026-04-04
SUB2141452,1.3,1.48,0.03,0.53,75.84,0,0,35-44,Prepaid_Daily,Premium_Smartphone,5G,2026-04-03
SUB7816080,0.18,0.15,0.27,0.12,36.52,1,0,25-34,Prepaid_Daily,Mid_Range,3G,2026-03-25
SUB6550560,1.63,1.11,0.3,0.85,49.92,1,0,35-44,Prepaid_Monthly,Mid_Range,4G+,2026-03-29
SUB2230796,0.47,0.27,0.32,0.75,61.24,0,0,18-24,Prepaid_Daily,Premium_Smartphone,4G,2026-03-19
SUB1113936,0.66,0.67,1.55,0.11,110.88,1,0,25-34,Prepaid_Daily,Tablet,5G,2026-04-16
SUB5210583,0.42,0.64,0.05,0.16,86.08,0,0,25-34,Prepaid_Daily,Mid_Range,5G,2026-03-28
SUB8539769,2.71,3.16,0.07,0.04,131.41,1,0,18-24,Prepaid_Daily,Premium_Smartphone,4G+,2026-04-14
SUB5280428,1.08,0.44,0.02,0.15,73.0,0,0,25-34,Prepaid_Daily,Tablet,4G+,2026-04-01
SUB3433351,0.34,0.19,0.68,0.52,41.36,0,1,18-24,Postpaid_Basic,Mid_Range,4G,2026-04-13
SUB3189063,8.0,6.0,2.66,0.1,94.25,0,1,35-44,Postpaid_Premium,5G_Device,4G,2026-04-07
SUB3819182,1.08,0.59,0.4,0.05,66.03,0,0,55+,Prepaid_Daily,5G_Device,4G,2026-03-20
SUB1447244,1.52,2.28,0.31,0.35,32.92,0,0,18-24,Prepaid_Daily,Mid_Range,4G,2026-03-23
SUB7252016,0.37,0.68,0.13,0.06,19.91,1,0,18-24,Postpaid_Premium,Basic_Phone,4G+,2026-03-19
SUB9471414,0.99,0.4,0.34,0.01,32.55,0,0,45-54,Prepaid_Daily,Mid_Range,4G,2026-03-28
SUB2278673,0.08,0.32,0.13,0.5,32.55,0,0,35-44,Postpaid_Premium,Mid_Range,3G,2026-03-19
SUB6168638,0.97,0.59,0.23,0.36,62.63,0,0,18-24,Prepaid_Daily,Tablet,4G,2026-04-01
SUB5115741,0.66,0.79,0.13,0.68,50.46,0,0,25-34,Prepaid_Monthly,Mid_Range,4G,2026-03-25
SUB7778892,0.04,1.08,0.13,0.13,82.86,0,0,18-24,Prepaid_Daily,5G_Device,4G+,2026-03-31
SUB4457521,0.19,1.1,0.64,0.05,54.77,0,0,18-24,Prepaid_Monthly,Mid_Range,5G,2026-03-20
SUB5684013,0.14,2.01,0.38,0.22,93.36,1,1,55+,Postpaid_Premium,Tablet,4G,2026-04-13
SUB6044829,0.34,3.68,0.1,0.03,84.14,0,1,45-54,Prepaid_Daily,Mid_Range,4G,2026-04-10
SUB6683860,4.72,3.23,0.04,0.24,187.18,1,1,35-44,Postpaid_Unlimited,Premium_Smartphone,4G+,2026-04-13
SUB3438710,0.29,0.83,0.14,0.01,31.17,0,1,18-24,Prepaid_Monthly,Basic_Phone,3G,2026-03-23
SUB9887120,1.72,4.01,0.07,0.37,77.48,0,1,18-24,Postpaid_Unlimited,Mid_Range,4G+,2026-03-28
SUB1767442,0.26,1.84,0.11,0.09,56.74,0,0,45-54,Prepaid_Daily,Mid_Range,4G+,2026-03-24
SUB8936627,2.19,1.11,0.04,0.95,53.27,1,1,18-24,Prepaid_Daily,Basic_Phone,5G,2026-03-27
SUB9863886,4.78,4.53,0.68,0.11,111.3,1,1,25-34,Postpaid_Basic,Mid_Range,4G+,2026-04-16
SUB2930440,1.13,1.25,0.11,1.19,55.74,0,0,25-34,Prepaid_Daily,Premium_Smartphone,4G,2026-04-05
SUB9768201,5.01,0.69,0.24,0.01,70.6,0,0,35-44,Postpaid_Premium,Mid_Range,4G+,2026-04-10
SUB1494955,0.64,1.23,0.1,0.24,56.85,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-15
SUB6478878,0.83,1.54,0.39,1.37,133.53,1,0,25-34,Postpaid_Premium,Premium_Smartphone,4G,2026-04-16
SUB6679487,0.19,0.59,0.59,0.29,97.32,1,0,45-54,Prepaid_Daily,5G_Device,4G,2026-03-30
SUB5840349,2.24,1.27,0.97,0.22,61.42,0,1,35-44,Postpaid_Basic,5G_Device,4G,2026-03-28
SUB2626528,1.72,6.0,0.36,0.72,119.9,1,0,18-24,Postpaid_Basic,5G_Device,4G,2026-04-07
SUB7096696,1.15,0.72,0.21,3.05,94.81,1,0,35-44,Postpaid_Premium,Mid_Range,5G,2026-03-20
SUB3914611,0.8,0.21,0.34,0.36,101.47,1,1,18-24,Prepaid_Monthly,Mid_Range,5G,2026-03-29
SUB2308014,5.56,1.28,0.56,0.23,94.45,1,0,25-34,Postpaid_Unlimited,Premium_Smartphone,4G+,2026-03-22
SUB3247680,6.02,1.03,0.13,1.35,104.63,0,0,35-44,Postpaid_Unlimited,Premium_Smartphone,4G,2026-04-04
SUB7589154,0.6,1.56,0.43,0.31,39.27,0,0,25-34,Postpaid_Unlimited,Mid_Range,4G,2026-03-24
SUB3821839,1.98,1.66,0.83,1.26,87.56,1,0,25-34,Postpaid_Basic,Premium_Smartphone,4G+,2026-04-10
SUB1298783,0.45,1.81,0.42,1.12,73.68,1,0,35-44,Prepaid_Monthly,Mid_Range,4G+,2026-03-23
SUB4602571,0.13,0.38,0.08,0.04,85.76,0,0,55+,Prepaid_Daily,Mid_Range,5G,2026-04-13
SUB9340960,0.24,3.5,1.54,0.16,96.38,1,0,25-34,Postpaid_Unlimited,Premium_Smartphone,5G,2026-03-29
SUB4879928,2.21,0.74,0.18,0.66,49.68,0,0,18-24,Postpaid_Unlimited,Mid_Range,4G,2026-04-13
SUB8039879,3.16,0.21,0.02,0.03,47.72,0,0,25-34,Prepaid_Daily,Mid_Range,4G,2026-03-31
SUB3115226,1.5,1.1,0.74,0.61,96.31,1,0,25-34,Prepaid_Monthly,Mid_Range,4G+,2026-03-23
SUB7962365,1.76,2.69,0.93,0.09,78.13,0,0,25-34,Postpaid_Unlimited,Mid_Range,5G,2026-04-08
SUB2340683,0.48,2.23,0.48,0.21,78.03,1,0,25-34,Prepaid_Daily,Mid_Range,4G,2026-03-22
SUB4630400,1.09,0.17,0.11,0.15,46.8,0,0,35-44,Prepaid_Daily,Mid_Range,3G,2026-03-25
SUB6994602,8.0,2.39,1.26,3.02,85.95,1,1,18-24,Postpaid_Unlimited,Mid_Range,4G,2026-03-28
SUB3854119,0.07,3.39,0.85,0.15,91.48,0,0,25-34,Postpaid_Premium,Mid_Range,5G,2026-03-26
SUB3673705,1.17,1.69,0.72,0.54,85.75,1,1,25-34,Postpaid_Unlimited,Mid_Range,4G,2026-03-23
SUB7307517,0.85,0.73,0.18,0.62,44.26,0,0,25-34,Prepaid_Daily,Mid_Range,5G,2026-03-26
SUB4597170,0.55,0.56,0.1,0.06,44.76,0,1,55+,Prepaid_Monthly,Mid_Range,4G,2026-04-03
SUB4305610,6.48,0.68,0.49,0.29,67.84,0,0,25-34,Postpaid_Basic,5G_Device,4G,2026-03-22
SUB9841830,1.28,1.4,0.03,0.09,66.33,0,0,45-54,Postpaid_Basic,Premium_Smartphone,4G,2026-04-11
SUB3088618,1.88,0.15,0.0,0.54,63.99,0,0,45-54,Prepaid_Monthly,Premium_Smartphone,4G+,2026-04-04
SUB8596537,4.12,1.09,0.39,0.24,58.75,0,0,45-54,Postpaid_Unlimited,Premium_Smartphone,4G,2026-03-30
SUB7922972,3.88,3.58,1.19,0.2,69.02,0,1,18-24,Postpaid_Unlimited,Mid_Range,4G,2026-04-07
SUB5400852,0.51,0.28,0.41,0.27,116.91,0,1,55+,Prepaid_Monthly,Tablet,4G,2026-04-08
SUB7759991,0.05,0.3,0.08,0.04,5.0,1,0,18-24,Prepaid_Daily,Basic_Phone,4G,2026-04-09
SUB3593157,0.65,0.52,0.33,0.07,50.99,0,0,18-24,Prepaid_Daily,Mid_Range,4G,2026-04-07
SUB8058021,2.75,3.82,0.17,0.13,39.93,0,0,25-34,Postpaid_Basic,Mid_Range,4G,2026-03-20
SUB7119922,2.08,1.21,0.33,0.54,86.79,0,0,18-24,Prepaid_Daily,5G_Device,4G,2026-04-04
SUB6575477,3.09,6.0,0.87,0.66,83.65,0,1,18-24,Postpaid_Basic,5G_Device,4G,2026-03-28
SUB7919879,2.74,1.28,0.59,0.38,131.43,1,0,25-34,Postpaid_Basic,5G_Device,4G,2026-04-04
SUB8759080,2.03,6.0,0.52,0.3,85.35,1,0,18-24,Postpaid_Unlimited,Mid_Range,5G,2026-04-08
SUB7662064,2.26,2.76,0.96,0.39,138.57,1,1,35-44,Prepaid_Monthly,5G_Device,4G,2026-04-02
SUB1217314,0.54,0.53,0.02,0.05,39.18,0,0,18-24,Postpaid_Basic,Basic_Phone,4G+,2026-03-31
SUB3635122,0.03,1.4,2.69,4.39,76.83,0,0,25-34,Postpaid_Premium,Premium_Smartphone,4G,2026-04-08
SUB6728394,0.18,0.58,0.12,0.26,74.26,0,0,55+,Postpaid_Basic,5G_Device,4G+,2026-04-08
SUB1748692,0.31,6.0,0.61,0.32,51.05,0,0,25-34,Postpaid_Unlimited,5G_Device,4G,2026-03-22
SUB3382962,0.4,1.11,0.27,0.66,58.13,0,0,35-44,Postpaid_Basic,Mid_Range,4G,2026-04-04
SUB4466689,0.29,1.33,0.53,0.27,65.53,0,0,55+,Postpaid_Unlimited,Premium_Smartphone,4G,2026-04-14
SUB2614694,0.59,2.88,0.58,0.3,38.08,0,0,18-24,Prepaid_Monthly,Mid_Range,4G,2026-03-31
SUB9970512,5.64,0.79,0.49,0.15,49.84,0,0,25-34,Postpaid_Basic,Mid_Range,5G,2026-04-10
SUB5465669,0.87,1.83,0.02,0.01,106.2,0,1,45-54,Postpaid_Basic,Premium_Smartphone,5G,2026-03-22
SUB4881143,0.84,0.75,0.75,0.12,45.76,0,0,55+,Postpaid_Unlimited,Mid_Range,4G+,2026-03-31
SUB5911077,0.14,1.13,0.24,0.06,47.0,0,0,35-44,Prepaid_Monthly,Mid_Range,4G,2026-04-11
SUB2945537,4.3,6.0,1.26,0.39,93.81,0,0,18-24,Prepaid_Daily,Premium_Smartphone,4G,2026-03-27
SUB8941238,0.97,1.45,0.07,0.49,75.93,0,0,55+,Postpaid_Basic,Premium_Smartphone,4G+,2026-03-28
SUB9466724,0.3,0.36,0.24,0.46,22.34,0,0,18-24,Prepaid_Monthly,Basic_Phone,5G,2026-04-12
SUB9772978,0.32,0.59,0.2,0.03,17.38,1,1,25-34,Postpaid_Basic,Basic_Phone,4G,2026-03-22
SUB4374659,1.85,4.75,0.95,1.04,90.32,0,1,25-34,Postpaid_Unlimited,5G_Device,4G+,2026-04-09
SUB1519385,4.45,2.7,0.51,1.69,55.71,0,0,25-34,Postpaid_Unlimited,Mid_Range,4G+,2026-03-27
SUB2572138,0.29,0.43,0.09,0.58,54.57,0,1,45-54,Prepaid_Monthly,Premium_Smartphone,3G,2026-03-31
SUB6180703,0.08,0.71,0.07,0.02,73.7,1,0,45-54,Prepaid_Daily,Tablet,3G,2026-03-30
SUB1226256,0.31,0.11,0.58,0.06,65.41,0,0,35-44,Postpaid_Basic,Premium_Smartphone,3G,2026-04-04
SUB7853878,0.59,1.52,0.03,0.25,77.01,0,0,18-24,Postpaid_Basic,Mid_Range,5G,2026-03-22
SUB9809147,1.62,0.18,0.4,0.19,75.48,1,0,35-44,Postpaid_Premium,Mid_Range,5G,2026-03-24
SUB8849453,2.08,1.72,2.27,0.54,114.59,0,0,35-44,Postpaid_Premium,Premium_Smartphone,5G,2026-04-01
SUB7494290,8.0,6.0,1.14,1.28,200.0,1,1,25-34,Postpaid_Basic,5G_Device,5G,2026-04-07
SUB4373307,0.65,0.67,1.04,0.02,98.27,0,0,55+,Prepaid_Daily,Premium_Smartphone,4G,2026-04-17
SUB1550242,2.95,0.03,0.03,0.23,35.19,1,0,45-54,Postpaid_Premium,Basic_Phone,4G,2026-04-16
SUB8001837,0.44,0.18,1.64,0.03,73.91,0,0,35-44,Prepaid_Daily,Mid_Range,4G+,2026-04-03
SUB4497831,2.35,1.11,0.49,0.2,81.32,0,1,18-24,Prepaid_Daily,Mid_Range,4G+,2026-04-09
SUB3848439,2.1,1.99,0.23,0.0,57.6,0,0,35-44,Postpaid_Premium,Premium_Smartphone,4G,2026-04-16
SUB6978106,0.26,0.09,0.19,0.1,80.74,0,1,55+,Postpaid_Basic,Premium_Smartphone,4G,2026-03-31
SUB9065819,1.2,0.57,0.14,0.16,15.41,1,0,25-34,Postpaid_Premium,Basic_Phone,4G,2026-04-01
SUB9333920,1.42,0.27,0.24,0.04,60.17,0,0,45-54,Prepaid_Monthly,5G_Device,3G,2026-04-02
SUB9120766,3.29,6.0,0.73,0.26,73.94,0,1,25-34,Prepaid_Daily,Premium_Smartphone,4G,2026-04-11
SUB3021835,2.18,1.57,0.6,0.6,74.22,0,1,35-44,Prepaid_Monthly,5G_Device,4G,2026-03-31
SUB7427095,0.92,0.56,0.23,0.36,62.12,1,0,35-44,Postpaid_Basic,Mid_Range,4G,2026-04-14
SUB7078159,0.88,1.39,0.03,1.4,178.43,1,0,35-44,Prepaid_Monthly,Premium_Smartphone,5G,2026-03-21
SUB4531674,0.47,0.28,0.53,0.01,68.73,1,0,45-54,Postpaid_Premium,Mid_Range,4G+,2026-03-24
SUB8336302,3.2,4.34,1.81,2.89,161.85,1,1,18-24,Postpaid_Premium,Premium_Smartphone,4G+,2026-04-10
SUB7282827,8.0,1.24,0.33,0.54,96.25,1,0,25-34,Postpaid_Basic,5G_Device,5G,2026-03-24
SUB9739287,3.03,0.56,3.54,0.74,104.67,0,0,35-44,Postpaid_Unlimited,Premium_Smartphone,5G,2026-03-25
SUB7792566,2.53,0.48,0.36,1.34,47.97,0,0,18-24,Postpaid_Unlimited,Mid_Range,4G,2026-03-30
SUB7021656,0.17,2.72,0.75,0.78,55.81,1,0,25-34,Postpaid_Unlimited,Premium_Smartphone,3G,2026-03-25
SUB7519585,4.53,0.22,0.2,1.38,75.72,0,0,18-24,Postpaid_Premium,Mid_Range,5G,2026-03-25
SUB9132162,1.55,2.84,0.07,0.99,100.09,1,0,18-24,Prepaid_Monthly,5G_Device,4G,2026-04-04
SUB3426105,0.66,0.35,0.14,0.08,23.83,0,1,35-44,Postpaid_Basic,Basic_Phone,3G,2026-03-21
SUB5811671,1.45,1.39,0.03,0.27,46.28,1,1,35-44,Postpaid_Premium,Basic_Phone,4G,2026-03-31
SUB7453877,2.35,0.49,0.03,0.01,77.85,1,1,18-24,Prepaid_Monthly,Mid_Range,4G,2026-04-06
SUB8547881,1.24,0.55,0.11,0.42,41.26,0,0,18-24,Postpaid_Premium,Mid_Range,4G+,2026-03-29
SUB6055769,0.69,1.73,0.02,0.01,16.32,0,1,18-24,Postpaid_Basic,Basic_Phone,4G+,2026-03-31
SUB7061266,0.07,0.77,0.25,0.17,23.97,0,1,25-34,Prepaid_Daily,Basic_Phone,4G,2026-03-23
SUB9658754,1.12,0.23,0.02,0.03,39.8,1,1,18-24,Postpaid_Basic,Mid_Range,3G,2026-04-05
SUB6574807,0.14,0.1,0.05,0.0,18.74,0,1,25-34,Prepaid_Daily,Basic_Phone,3G,2026-04-13
SUB5301828,0.0,0.74,0.0,0.3,90.42,0,1,35-44,Prepaid_Daily,5G_Device,4G+,2026-04-04
SUB7509762,0.53,0.26,0.32,0.77,19.09,0,0,35-44,Postpaid_Unlimited,Basic_Phone,4G,2026-04-01
SUB1544026,0.28,6.0,0.94,0.71,66.31,0,0,25-34,Postpaid_Basic,5G_Device,4G,2026-03-23
SUB4942863,0.67,2.68,1.28,0.09,48.27,0,0,35-44,Postpaid_Basic,5G_Device,3G,2026-04-16
SUB7243490,1.19,0.09,0.0,0.15,38.86,0,1,55+,Prepaid_Monthly,Mid_Range,4G,2026-03-22
SUB7484427,0.11,1.09,0.16,0.1,47.86,1,0,25-34,Postpaid_Basic,Basic_Phone,5G,2026-04-17
SUB8221352,0.53,0.07,0.08,0.79,56.01,0,1,25-34,Prepaid_Daily,Mid_Range,4G,2026-04-13
SUB5472089,0.7,2.5,0.37,0.14,111.75,0,0,35-44,Postpaid_Premium,Premium_Smartphone,5G,2026-04-12
SUB1268449,7.19,6.0,0.14,0.41,160.26,0,1,18-24,Postpaid_Premium,Premium_Smartphone,5G,2026-04-06
SUB3850774,2.15,2.27,0.13,0.5,41.67,0,0,35-44,Postpaid_Unlimited,Mid_Range,4G,2026-04-17
SUB8620958,1.97,0.1,0.17,0.04,41.86,0,0,45-54,Prepaid_Daily,Mid_Range,5G,2026-03-26
SUB6583281,2.6,6.0,2.25,1.63,175.05,1,1,25-34,Postpaid_Basic,Premium_Smartphone,4G+,2026-04-16
SUB5430675,0.45,0.95,0.99,0.55,119.11,1,0,35-44,Postpaid_Premium,Mid_Range,5G,2026-04-17
SUB6918806,0.58,1.5,1.03,0.45,101.34,0,0,35-44,Prepaid_Daily,5G_Device,5G,2026-04-15
SUB9513199,0.5,0.75,0.64,0.51,60.97,0,0,18-24,Prepaid_Daily,Mid_Range,5G,2026-04-01
SUB7822255,0.81,0.38,0.84,0.36,59.78,0,1,18-24,Postpaid_Premium,Mid_Range,4G,2026-03-20
SUB5461213,0.86,0.93,1.2,1.74,56.31,0,1,45-54,Postpaid_Premium,Mid_Range,4G+,2026-04-06
SUB2160152,0.38,0.49,0.3,0.08,78.58,0,0,55+,Prepaid_Monthly,Premium_Smartphone,4G,2026-03-26
SUB7305236,1.25,1.0,0.14,0.15,61.0,0,1,45-54,Prepaid_Daily,Mid_Range,4G,2026-03-24
SUB3365885,0.87,0.22,0.05,0.05,93.26,1,1,55+,Postpaid_Basic,Mid_Range,4G,2026-04-10
SUB7195196,0.74,0.52,0.12,0.05,35.07,1,0,25-34,Prepaid_Monthly,Mid_Range,3G,2026-03-19
SUB1880096,4.48,3.54,0.29,0.05,31.93,0,0,18-24,Postpaid_Basic,Mid_Range,4G,2026-04-06
SUB3714766,0.01,0.61,0.35,0.51,89.54,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-03
SUB3924537,3.42,0.51,0.28,0.58,92.72,0,1,18-24,Postpaid_Basic,Mid_Range,4G+,2026-04-11
SUB2592173,0.53,0.55,0.26,0.05,98.28,0,0,45-54,Postpaid_Premium,Premium_Smartphone,4G+,2026-04-17
SUB2074477,0.07,0.69,0.08,0.05,38.71,0,1,55+,Postpaid_Premium,Mid_Range,4G,2026-04-09
SUB2473300,1.09,2.46,0.01,3.35,89.31,1,0,45-54,Postpaid_Basic,Premium_Smartphone,4G,2026-04-02
SUB7759383,0.27,4.72,0.66,0.05,124.88,1,1,35-44,Prepaid_Daily,Premium_Smartphone,3G,2026-04-17
SUB1297584,2.02,4.88,0.8,1.53,129.2,1,0,25-34,Prepaid_Monthly,Premium_Smartphone,5G,2026-04-08
SUB1892015,1.06,1.65,0.33,0.89,76.09,0,0,18-24,Prepaid_Daily,Premium_Smartphone,4G,2026-04-12
SUB9020497,1.24,1.37,0.7,0.07,62.68,0,0,25-34,Postpaid_Basic,Mid_Range,4G,2026-03-23
SUB2651348,0.66,3.49,0.52,2.88,71.84,0,0,35-44,Postpaid_Unlimited,Tablet,4G+,2026-04-03
SUB3871259,3.74,2.77,1.11,0.01,105.1,0,0,25-34,Postpaid_Basic,Premium_Smartphone,5G,2026-04-14
SUB9270562,0.03,0.68,0.07,0.0,41.14,0,0,55+,Prepaid_Daily,Mid_Range,3G,2026-04-12
SUB1854741,3.26,0.68,0.34,0.06,116.7,1,1,45-54,Prepaid_Monthly,Mid_Range,5G,2026-03-28
SUB4352214,0.81,0.78,0.03,0.37,32.19,0,1,18-24,Prepaid_Daily,Basic_Phone,5G,2026-03-21
SUB3023615,0.19,1.55,0.08,0.74,53.3,0,0,18-24,Prepaid_Daily,Premium_Smartphone,4G,2026-04-08
SUB4010087,2.36,0.65,0.84,1.09,39.94,1,1,35-44,Postpaid_Basic,Mid_Range,3G,2026-04-03
SUB5644081,1.17,0.49,0.08,0.84,68.88,0,0,18-24,Prepaid_Monthly,Tablet,4G,2026-04-01
SUB9530057,1.19,0.26,0.06,0.17,122.25,1,1,45-54,Prepaid_Monthly,Mid_Range,5G,2026-03-31
SUB6381299,0.45,0.42,0.59,0.09,63.76,1,0,35-44,Prepaid_Daily,Premium_Smartphone,3G,2026-03-21
SUB4018439,1.94,3.59,0.28,0.65,75.03,1,0,18-24,Postpaid_Premium,Premium_Smartphone,4G,2026-04-12
SUB1135370,2.92,2.0,2.04,0.69,98.05,0,1,25-34,Postpaid_Basic,5G_Device,5G,2026-04-06
SUB1856636,8.0,4.39,0.58,0.46,31.76,0,1,25-34,Postpaid_Premium,Mid_Range,4G,2026-03-22
SUB5642681,0.12,1.61,0.19,0.14,76.67,0,0,45-54,Prepaid_Daily,Tablet,4G+,2026-03-30
SUB7194868,4.15,0.99,0.39,3.44,156.18,0,1,18-24,Postpaid_Premium,5G_Device,5G,2026-04-13
SUB7535223,0.03,1.77,0.82,0.04,96.47,0,0,45-54,Postpaid_Basic,Tablet,4G+,2026-03-30
SUB1427244,3.09,0.71,1.32,1.33,129.95,0,1,35-44,Prepaid_Monthly,5G_Device,4G,2026-04-07
SUB4555912,3.85,1.71,1.29,0.41,161.34,0,1,35-44,Prepaid_Monthly,5G_Device,5G,2026-03-20
SUB6011002,0.26,5.09,0.02,0.3,68.67,0,0,18-24,Prepaid_Monthly,Premium_Smartphone,3G,2026-03-30
SUB5713199,0.25,4.61,0.21,0.24,100.83,0,0,35-44,Postpaid_Basic,5G_Device,4G,2026-03-22
SUB3514368,3.4,0.36,0.66,0.08,189.07,0,1,35-44,Prepaid_Daily,Premium_Smartphone,5G,2026-04-08
SUB3089319,2.2,6.0,0.68,0.25,112.12,0,1,25-34,Postpaid_Premium,Premium_Smartphone,5G,2026-04-14
SUB6125819,0.1,0.52,0.19,0.08,76.93,0,0,45-54,Prepaid_Daily,Premium_Smartphone,4G,2026-04-12
SUB1792330,1.81,0.8,2.9,0.93,80.5,0,0,35-44,Postpaid_Basic,Tablet,4G,2026-04-15
SUB5474843,0.74,0.58,0.02,0.01,39.76,0,0,45-54,Prepaid_Monthly,Mid_Range,4G,2026-04-15
SUB2742955,2.17,0.88,3.17,5.1,49.01,0,0,18-24,Postpaid_Basic,5G_Device,4G,2026-03-27
SUB8312203,1.01,0.49,0.09,0.07,65.83,0,0,45-54,Postpaid_Unlimited,Mid_Range,4G+,2026-03-27
SUB9654758,0.41,0.32,0.05,0.1,31.86,1,0,18-24,Postpaid_Unlimited,Mid_Range,3G,2026-03-25
SUB3786905,0.53,0.05,0.01,0.05,9.42,0,1,45-54,Prepaid_Daily,Basic_Phone,4G,2026-04-09
SUB2845964,0.52,0.23,0.01,0.4,94.23,1,0,55+,Prepaid_Monthly,Mid_Range,4G+,2026-04-10
SUB7734714,2.35,0.48,1.0,0.92,30.16,0,0,25-34,Postpaid_Premium,Tablet,3G,2026-04-08
SUB9878023,1.41,1.18,0.23,0.01,42.1,0,1,25-34,Prepaid_Monthly,Mid_Range,3G,2026-04-03
SUB4503548,2.93,2.78,0.2,0.0,138.31,1,0,35-44,Postpaid_Basic,Premium_Smartphone,5G,2026-03-24
SUB1646012,0.66,2.36,0.58,0.41,59.82,1,0,18-24,Postpaid_Unlimited,Mid_Range,4G,2026-04-02
SUB8185115,1.03,4.35,0.08,0.56,86.02,0,0,25-34,Postpaid_Basic,5G_Device,4G,2026-03-31
SUB3585181,2.16,1.71,0.19,1.49,166.87,1,0,25-34,Prepaid_Daily,5G_Device,5G,2026-03-27
SUB8981512,0.6,3.91,0.53,0.12,33.25,0,0,45-54,Postpaid_Premium,Mid_Range,4G,2026-03-24
SUB3269798,0.48,1.4,0.12,1.35,54.64,0,0,45-54,Postpaid_Unlimited,Mid_Range,5G,2026-04-16
SUB5181726,0.23,1.68,0.26,0.32,58.71,0,0,35-44,Postpaid_Premium,Mid_Range,4G+,2026-04-05
SUB4439289,0.18,1.75,0.04,0.1,42.53,0,0,35-44,Prepaid_Monthly,Mid_Range,4G+,2026-04-11
SUB7641620,0.1,5.51,0.29,0.21,58.12,0,1,35-44,Postpaid_Unlimited,Mid_Range,4G,2026-04-13
SUB8685815,0.94,6.0,0.15,0.9,87.98,1,0,25-34,Postpaid_Unlimited,Tablet,4G,2026-04-05
SUB9521267,8.0,0.8,2.59,1.56,100.79,0,0,25-34,Postpaid_Unlimited,5G_Device,4G,2026-03-26
SUB3598475,2.71,1.43,0.39,0.15,48.62,1,0,35-44,Prepaid_Monthly,Mid_Range,4G,2026-04-10
SUB1639872,0.27,0.53,0.16,0.02,87.3,0,0,55+,Postpaid_Premium,Tablet,4G,2026-04-13
SUB4855798,0.21,0.19,0.22,0.04,11.65,0,0,35-44,Postpaid_Premium,Basic_Phone,3G,2026-03-19
SUB5941412,0.34,0.18,0.01,0.0,40.5,1,0,35-44,Prepaid_Daily,Mid_Range,3G,2026-03-20
SUB3959470,1.46,2.11,0.54,0.43,199.8,1,1,45-54,Postpaid_Basic,Premium_Smartphone,5G,2026-04-14
SUB1936320,1.6,0.67,0.02,0.16,16.12,0,0,25-34,Postpaid_Premium,Basic_Phone,4G,2026-04-13
SUB6010168,8.0,2.3,4.0,0.13,119.83,1,1,35-44,Postpaid_Unlimited,Mid_Range,5G,2026-04-12
SUB6422569,1.69,1.84,0.88,0.25,43.94,0,0,25-34,Postpaid_Unlimited,Mid_Range,4G,2026-04-03
SUB2647824,3.21,2.78,0.94,0.82,126.11,0,0,25-34,Prepaid_Daily,Premium_Smartphone,5G,2026-04-09
SUB4383973,7.43,2.07,0.18,1.95,81.87,0,0,35-44,Postpaid_Basic,5G_Device,5G,2026-04-14
SUB6810786,0.43,3.07,0.83,0.04,117.08,1,1,35-44,Postpaid_Basic,Premium_Smartphone,4G,2026-04-01
