user_id,customer_tenure_months,contract_duration_months,monthly_bill_usd,support_calls_6months,churn_probability,churn_status,churn_reason,churn_risk_category,support_calls_group
SUB1053997,1,24,27.81,1,0.41,0,,Medium,1-2 calls
SUB5375717,6,12,17.56,2,0.118,0,,Very_Low,1-2 calls
SUB6607423,60,12,21.02,5,0.236,0,,Low,5+ calls
SUB3940504,18,6,11.75,4,0.157,0,,Very_Low,3-4 calls
SUB5934990,6,1,86.14,3,0.322,1,Better Competitor Offer,Low,3-4 calls
SUB9057907,12,12,21.87,2,0.246,1,Relocation/Moving,Low,1-2 calls
SUB6721877,6,24,16.44,3,0.461,0,,Medium,3-4 calls
SUB9959601,12,12,28.55,5,0.491,0,,Medium,5+ calls
SUB6856494,36,3,40.7,0,0.059,0,,Very_Low,0 calls
SUB8760004,6,12,79.98,1,0.186,0,,Very_Low,1-2 calls
SUB7102493,12,6,87.68,0,0.035,0,,Very_Low,0 calls
SUB3593449,12,6,55.6,1,0.044,0,,Very_Low,1-2 calls
SUB2018543,18,24,40.19,0,0.06,0,,Very_Low,0 calls
SUB9773713,1,12,21.65,2,0.157,0,,Very_Low,1-2 calls
SUB7774870,3,12,63.03,1,0.103,0,,Very_Low,1-2 calls
SUB8104527,12,6,9.9,2,0.126,0,,Very_Low,1-2 calls
SUB5227234,24,3,74.81,1,0.051,0,,Very_Low,1-2 calls
SUB2121889,3,6,69.23,4,0.287,1,Network Quality Issues,Low,3-4 calls
SUB4258881,36,12,63.28,6,0.072,0,,Very_Low,5+ calls
SUB4631453,6,1,7.3,2,0.205,0,,Low,1-2 calls
SUB7524367,6,6,106.09,3,0.118,0,,Very_Low,3-4 calls
SUB6338938,12,6,78.43,2,0.115,0,,Very_Low,1-2 calls
SUB3185028,18,12,53.05,1,0.11,0,,Very_Low,1-2 calls
SUB5803958,24,12,14.92,4,0.287,0,,Low,3-4 calls
SUB9926299,12,1,26.19,3,0.142,0,,Very_Low,3-4 calls
SUB4487924,24,3,8.31,4,0.41,0,,Medium,3-4 calls
SUB1772838,24,3,28.39,2,0.236,1,Price Too High,Low,1-2 calls
SUB1261420,1,12,33.23,4,0.41,0,,Medium,3-4 calls
SUB1477843,24,6,83.27,3,0.079,0,,Very_Low,3-4 calls
SUB5529943,12,1,24.83,2,0.246,0,,Low,1-2 calls
SUB5552538,60,12,49.64,1,0.052,0,,Very_Low,1-2 calls
SUB2825260,36,12,8.6,3,0.143,0,,Very_Low,3-4 calls
SUB5775833,12,24,26.5,3,0.369,0,,Low,3-4 calls
SUB5187694,18,1,98.15,1,0.127,0,,Very_Low,1-2 calls
SUB4099834,3,12,73.08,1,0.074,0,,Very_Low,1-2 calls
SUB7771158,6,12,47.57,2,0.157,1,Network Quality Issues,Very_Low,1-2 calls
SUB4564507,3,1,22.7,0,0.378,0,,Low,0 calls
SUB5299489,24,24,20.14,1,0.205,0,,Low,1-2 calls
SUB4182132,1,12,8.93,1,0.42,0,,Medium,1-2 calls
SUB4440863,12,3,25.35,2,0.369,0,,Low,1-2 calls
SUB8986322,36,12,13.06,2,0.074,0,,Very_Low,1-2 calls
SUB7637448,24,1,60.81,3,0.143,0,,Very_Low,3-4 calls
SUB8135580,12,24,5.93,1,0.378,0,,Low,1-2 calls
SUB5802738,18,1,10.42,0,0.252,0,,Low,0 calls
SUB7779651,12,24,69.42,1,0.088,0,,Very_Low,1-2 calls
SUB8871490,36,24,117.86,4,0.107,0,,Very_Low,3-4 calls
SUB1144375,18,6,95.23,3,0.102,0,,Very_Low,3-4 calls
SUB8673919,18,12,67.64,0,0.076,0,,Very_Low,0 calls
SUB6713948,60,3,25.85,1,0.039,0,,Very_Low,1-2 calls
SUB5229491,24,6,21.35,1,0.079,0,,Very_Low,1-2 calls
SUB9060426,6,3,115.31,0,0.094,0,,Very_Low,0 calls
SUB6183584,24,12,115.24,1,0.037,0,,Very_Low,1-2 calls
SUB6911993,48,6,39.07,3,0.079,0,,Very_Low,3-4 calls
SUB4183818,6,6,25.45,1,0.354,0,,Low,1-2 calls
SUB2518560,24,6,19.56,2,0.205,0,,Low,1-2 calls
SUB2894420,6,24,119.47,1,0.118,0,,Very_Low,1-2 calls
SUB8069222,12,12,16.24,4,0.479,0,,Medium,3-4 calls
SUB8658206,18,24,67.23,2,0.074,0,,Very_Low,1-2 calls
SUB1541797,6,24,118.38,4,0.219,0,,Low,3-4 calls
SUB9305827,3,3,83.04,0,0.153,1,Network Quality Issues,Very_Low,0 calls
SUB7557642,12,12,23.15,2,0.246,1,Price Too High,Low,1-2 calls
SUB6436526,24,12,19.69,1,0.236,0,,Low,1-2 calls
SUB8639377,18,12,8.48,3,0.409,0,,Medium,3-4 calls
SUB2796218,24,1,81.19,3,0.205,0,,Low,3-4 calls
SUB1552226,18,12,34.41,1,0.136,0,,Very_Low,1-2 calls
SUB8514782,12,3,23.06,3,0.142,0,,Very_Low,3-4 calls
SUB6098907,6,24,17.69,3,0.599,1,Price Too High,Medium,3-4 calls
SUB9649318,12,24,13.49,4,0.378,0,,Low,3-4 calls
SUB8139608,12,6,81.71,2,0.082,0,,Very_Low,1-2 calls
SUB8707690,1,6,71.72,2,0.103,0,,Very_Low,1-2 calls
SUB8003621,36,6,22.46,3,0.15,0,,Very_Low,3-4 calls
SUB4803074,18,1,88.32,0,0.063,0,,Very_Low,0 calls
SUB8416510,36,3,53.48,3,0.143,0,,Very_Low,3-4 calls
SUB8467133,24,24,82.52,0,0.115,0,,Very_Low,0 calls
SUB4507145,1,6,56.08,3,0.11,0,,Very_Low,3-4 calls
SUB2778244,3,12,67.06,2,0.191,1,Network Quality Issues,Very_Low,1-2 calls
SUB5782337,60,12,10.3,0,0.059,0,,Very_Low,0 calls
SUB2180859,12,24,48.9,2,0.164,0,,Very_Low,1-2 calls
SUB7733214,24,3,82.04,6,0.147,0,,Very_Low,5+ calls
SUB2980425,18,24,13.95,4,0.157,0,,Very_Low,3-4 calls
SUB8441521,36,6,7.09,3,0.154,1,Network Quality Issues,Very_Low,3-4 calls
SUB9077813,24,24,23.54,2,0.307,0,,Low,1-2 calls
SUB8694420,6,6,25.44,3,0.461,1,Price Too High,Medium,3-4 calls
SUB3941616,60,1,8.11,0,0.109,0,,Very_Low,0 calls
SUB3474370,12,1,46.04,3,0.246,0,,Low,3-4 calls
SUB6604297,18,24,25.18,1,0.266,0,,Low,1-2 calls
SUB8105924,12,1,10.04,2,0.95,1,Price Too High,Very_High,1-2 calls
SUB3078937,36,12,90.01,1,0.048,0,,Very_Low,1-2 calls
SUB9915948,6,12,53.83,0,0.132,0,,Very_Low,0 calls
SUB2355097,1,6,20.14,3,0.614,1,Relocation/Moving,High,3-4 calls
SUB3055397,12,6,16.0,3,0.369,0,,Low,3-4 calls
SUB2079037,48,6,73.44,2,0.089,0,,Very_Low,1-2 calls
SUB5151951,12,1,51.15,1,0.088,0,,Very_Low,1-2 calls
SUB4155200,6,12,8.45,3,0.709,1,Relocation/Moving,High,3-4 calls
SUB1855695,18,6,103.65,4,0.102,0,,Very_Low,3-4 calls
SUB1112036,24,3,51.44,1,0.124,0,,Very_Low,1-2 calls
SUB4831854,12,6,87.62,2,0.082,0,,Very_Low,1-2 calls
SUB1889694,12,12,10.47,5,0.655,1,Poor Customer Service,High,5+ calls
SUB1590348,6,12,11.5,1,0.41,0,,Medium,1-2 calls
SUB8695082,12,3,19.83,1,0.284,0,,Low,1-2 calls
SUB5066981,36,12,6.69,1,0.103,0,,Very_Low,1-2 calls
SUB5467801,12,6,5.38,0,0.337,0,,Low,0 calls
SUB3183525,6,24,7.43,3,0.921,1,Network Quality Issues,Very_High,3-4 calls
SUB1693464,3,24,85.19,0,0.153,0,,Very_Low,0 calls
SUB2577415,6,12,9.18,6,0.819,1,Price Too High,Very_High,5+ calls
SUB5262663,12,12,14.25,3,0.491,1,Network Quality Issues,Medium,3-4 calls
SUB4593824,12,12,95.65,2,0.117,1,Better Competitor Offer,Very_Low,1-2 calls
SUB5668223,18,6,12.15,1,0.273,0,,Low,1-2 calls
SUB9036837,1,1,40.67,1,0.315,0,,Low,1-2 calls
SUB2358356,18,12,31.85,3,0.112,0,,Very_Low,3-4 calls
SUB2515719,6,12,108.37,3,0.57,0,,Medium,3-4 calls
SUB5141426,6,3,96.03,1,0.102,0,,Very_Low,1-2 calls
SUB1837566,6,3,21.76,2,0.307,0,,Low,1-2 calls
SUB7642516,24,3,103.87,1,0.079,0,,Very_Low,1-2 calls
SUB9483063,24,12,26.41,1,0.205,0,,Low,1-2 calls
SUB9123155,3,12,76.22,2,0.191,0,,Very_Low,1-2 calls
SUB2223981,12,1,26.05,3,0.479,1,Network Quality Issues,Medium,3-4 calls
SUB3336798,12,24,42.51,4,0.351,1,Network Quality Issues,Low,3-4 calls
SUB3158344,1,12,48.66,0,0.328,0,,Low,0 calls
SUB7483214,24,12,32.55,1,0.157,0,,Very_Low,1-2 calls
SUB1835165,6,24,87.74,0,0.132,0,,Very_Low,0 calls
SUB2734428,12,3,5.96,0,0.657,0,,High,0 calls
SUB4822069,18,12,25.29,4,0.354,1,Poor Customer Service,Low,3-4 calls
SUB4144787,12,12,65.69,1,0.132,0,,Very_Low,1-2 calls
SUB9346988,24,12,13.21,1,0.105,0,,Very_Low,1-2 calls
SUB3812789,18,6,27.25,2,0.157,0,,Very_Low,1-2 calls
SUB8992726,6,24,74.27,2,0.186,0,,Very_Low,1-2 calls
SUB9844712,36,3,110.22,3,0.083,0,,Very_Low,3-4 calls
SUB3166503,3,12,10.89,3,0.63,0,,High,3-4 calls
SUB9045391,24,24,36.97,4,0.236,0,,Low,3-4 calls
SUB9622693,24,3,5.83,1,0.21,0,,Low,1-2 calls
SUB1498095,18,6,28.57,1,0.079,0,,Very_Low,1-2 calls
SUB9410184,12,24,6.93,3,0.491,1,Price Too High,Medium,3-4 calls
SUB4330263,36,1,37.48,1,0.11,0,,Very_Low,1-2 calls
SUB8366604,6,12,76.94,2,0.158,1,Better Competitor Offer,Very_Low,1-2 calls
SUB4665842,18,6,28.07,5,0.41,1,Poor Customer Service,Medium,5+ calls
SUB3791338,36,12,77.39,2,0.087,0,,Very_Low,1-2 calls
SUB4337031,3,6,22.85,1,0.41,0,,Medium,1-2 calls
SUB9234025,18,6,18.85,4,0.95,1,Relocation/Moving,Very_High,3-4 calls
SUB4945123,48,12,35.55,1,0.052,0,,Very_Low,1-2 calls
SUB5768026,3,6,20.88,0,0.126,0,,Very_Low,0 calls
SUB5083501,3,3,15.96,1,0.22,0,,Low,1-2 calls
SUB5836161,12,6,84.71,1,0.149,0,,Very_Low,1-2 calls
SUB2780248,60,24,58.44,6,0.074,0,,Very_Low,5+ calls
SUB7126664,6,6,85.13,3,0.461,0,,Medium,3-4 calls
SUB8709824,6,24,17.23,2,0.165,0,,Very_Low,1-2 calls
SUB5795817,36,3,11.99,1,0.22,0,,Low,1-2 calls
SUB3180019,3,12,84.44,3,0.287,1,Network Quality Issues,Low,3-4 calls
SUB1779957,60,12,26.18,4,0.083,0,,Very_Low,3-4 calls
SUB2913980,24,1,87.67,2,0.124,0,,Very_Low,1-2 calls
SUB2507394,60,12,57.17,5,0.051,0,,Very_Low,5+ calls
SUB3979845,3,1,73.14,1,0.191,0,,Very_Low,1-2 calls
SUB3712188,6,24,15.4,0,0.246,0,,Low,0 calls
SUB9642873,12,12,118.4,0,0.066,0,,Very_Low,0 calls
SUB5713797,1,1,63.95,2,0.074,0,,Very_Low,1-2 calls
SUB1910913,1,12,32.36,3,0.472,0,,Medium,3-4 calls
SUB3057017,48,24,53.85,3,0.072,0,,Very_Low,3-4 calls
SUB1653817,1,12,8.38,1,0.42,1,Price Too High,Medium,1-2 calls
SUB1996433,24,1,25.38,3,0.118,0,,Very_Low,3-4 calls
SUB3581505,24,12,109.88,1,0.068,0,,Very_Low,1-2 calls
SUB7555851,1,12,6.13,1,0.546,1,Price Too High,Medium,1-2 calls
SUB5108949,3,24,21.81,2,0.79,1,Service Not Needed,High,1-2 calls
SUB7128420,12,1,23.81,2,0.172,0,,Very_Low,1-2 calls
SUB5876691,18,3,28.23,1,0.157,0,,Very_Low,1-2 calls
SUB5674071,36,24,46.91,2,0.143,0,,Very_Low,1-2 calls
SUB5203887,12,3,88.49,1,0.152,0,,Very_Low,1-2 calls
SUB8138512,48,6,26.16,1,0.079,0,,Very_Low,1-2 calls
SUB5036480,3,12,70.86,4,0.287,1,Poor Customer Service,Low,3-4 calls
SUB8567476,18,24,58.09,1,0.096,0,,Very_Low,1-2 calls
SUB4486444,36,6,31.19,2,0.11,0,,Very_Low,1-2 calls
SUB8163357,6,12,6.5,3,0.472,1,Network Quality Issues,Medium,3-4 calls
SUB6509165,24,12,43.02,3,0.266,0,,Low,3-4 calls
SUB5873014,12,3,107.2,0,0.076,0,,Very_Low,0 calls
SUB1468298,60,6,15.68,2,0.102,1,Relocation/Moving,Very_Low,1-2 calls
SUB5330453,1,6,47.99,0,0.252,0,,Low,0 calls
SUB1570303,18,1,89.27,1,0.127,0,,Very_Low,1-2 calls
SUB6170988,24,1,83.68,4,0.165,1,Poor Customer Service,Very_Low,3-4 calls
SUB4317657,18,3,60.31,1,0.143,1,Relocation/Moving,Very_Low,1-2 calls
SUB4336640,12,12,99.88,3,0.16,0,,Very_Low,3-4 calls
SUB6000738,12,24,13.25,2,0.176,0,,Very_Low,1-2 calls
SUB3660891,12,24,68.58,2,0.088,0,,Very_Low,1-2 calls
SUB7995919,6,12,28.12,1,0.354,0,,Low,1-2 calls
SUB5616167,18,24,24.16,2,0.38,1,Price Too High,Low,1-2 calls
SUB9947727,24,24,33.48,0,0.059,0,,Very_Low,0 calls
SUB6998544,6,24,14.05,2,0.614,1,Relocation/Moving,High,1-2 calls
SUB3342094,48,12,27.45,2,0.102,0,,Very_Low,1-2 calls
SUB3192271,6,12,11.97,1,0.532,0,,Medium,1-2 calls
SUB3845376,12,1,11.28,2,0.378,0,,Low,1-2 calls
SUB4956558,12,12,22.24,6,0.567,1,Network Quality Issues,Medium,5+ calls
SUB6236441,3,6,54.81,3,0.287,0,,Low,3-4 calls
SUB4731570,3,12,29.93,2,0.472,1,Price Too High,Medium,1-2 calls
SUB7342211,24,12,45.97,2,0.157,0,,Very_Low,1-2 calls
SUB6831052,12,1,64.99,4,0.224,1,Poor Customer Service,Low,3-4 calls
SUB8939174,3,24,27.77,2,0.95,1,Price Too High,Very_High,1-2 calls
SUB4254449,24,3,91.78,2,0.068,0,,Very_Low,1-2 calls
SUB9994006,60,1,117.27,3,0.059,0,,Very_Low,3-4 calls
SUB5307910,48,6,28.27,3,0.154,0,,Very_Low,3-4 calls
SUB4322918,24,1,106.71,2,0.102,0,,Very_Low,1-2 calls
SUB6271810,3,24,85.46,2,0.273,0,,Low,1-2 calls
SUB5935371,3,3,27.16,1,0.41,0,,Medium,1-2 calls
SUB1260102,36,3,54.41,1,0.077,0,,Very_Low,1-2 calls
SUB6516825,60,3,72.73,3,0.055,0,,Very_Low,3-4 calls
SUB6818528,18,3,34.15,2,0.157,0,,Very_Low,1-2 calls
SUB9214372,48,1,73.26,2,0.055,0,,Very_Low,1-2 calls
SUB9536239,24,12,20.23,1,0.157,0,,Very_Low,1-2 calls
SUB2343054,3,1,118.43,2,0.075,0,,Very_Low,1-2 calls
SUB4159016,6,12,89.33,2,0.102,0,,Very_Low,1-2 calls
SUB2726334,1,12,57.33,0,0.176,1,Network Quality Issues,Very_Low,0 calls
SUB4353030,12,6,14.21,1,0.176,0,,Very_Low,1-2 calls
SUB2847199,6,24,35.17,2,0.236,0,,Low,1-2 calls
SUB2638004,12,12,81.22,0,0.071,0,,Very_Low,0 calls
SUB2729187,1,1,110.36,2,0.136,0,,Very_Low,1-2 calls
SUB5461595,24,24,114.77,1,0.068,0,,Very_Low,1-2 calls
SUB6817676,3,24,109.42,1,0.195,0,,Very_Low,1-2 calls
SUB4460096,6,12,26.17,1,0.329,1,Network Quality Issues,Low,1-2 calls
SUB2330363,12,12,116.76,1,0.063,0,,Very_Low,1-2 calls
SUB4446839,1,12,7.43,3,0.819,1,Relocation/Moving,Very_High,3-4 calls
SUB4113506,6,24,24.14,2,0.236,1,Price Too High,Low,1-2 calls
SUB9167197,36,6,12.88,3,0.22,0,,Low,3-4 calls
SUB2561014,36,3,86.08,3,0.079,0,,Very_Low,3-4 calls
SUB5589369,1,3,93.73,1,0.074,1,Better Competitor Offer,Very_Low,1-2 calls
SUB7621778,1,6,29.65,1,0.472,0,,Medium,1-2 calls
SUB8531844,18,6,26.21,1,0.266,0,,Low,1-2 calls
SUB4257983,3,1,105.0,3,0.079,1,Better Competitor Offer,Very_Low,3-4 calls
SUB7902066,36,1,42.25,1,0.079,1,Relocation/Moving,Very_Low,1-2 calls
SUB7073877,12,1,37.62,2,0.189,0,,Very_Low,1-2 calls
SUB9033651,6,12,40.2,3,0.354,0,,Low,3-4 calls
SUB1751972,60,12,79.74,0,0.015,0,,Very_Low,0 calls
SUB9648035,6,1,103.08,1,0.219,0,,Low,1-2 calls
SUB4631171,6,6,19.62,2,0.236,0,,Low,1-2 calls
SUB8973155,3,3,13.92,1,0.63,1,Price Too High,High,1-2 calls
SUB5976820,6,6,7.91,1,0.22,0,,Low,1-2 calls
SUB4743185,24,6,11.78,4,0.614,1,Poor Customer Service,High,3-4 calls
SUB6768212,24,24,48.74,2,0.292,1,Network Quality Issues,Low,1-2 calls
SUB1024363,12,24,89.14,1,0.094,0,,Very_Low,1-2 calls
SUB9783406,6,3,65.79,1,0.055,0,,Very_Low,1-2 calls
SUB3045990,12,1,119.37,2,0.063,0,,Very_Low,1-2 calls
SUB6178652,6,24,92.86,2,0.055,0,,Very_Low,1-2 calls
SUB2385049,18,12,30.11,6,0.273,0,,Low,5+ calls
SUB6567248,36,6,48.98,3,0.479,0,,Medium,3-4 calls
SUB2498447,1,1,47.12,2,0.147,0,,Very_Low,1-2 calls
SUB2545288,48,12,12.8,3,0.11,1,Price Too High,Very_Low,3-4 calls
SUB9182320,3,3,37.15,3,0.439,0,,Medium,3-4 calls
SUB2595123,36,1,32.3,3,0.186,0,,Very_Low,3-4 calls
SUB9839008,6,6,44.22,1,0.157,0,,Very_Low,1-2 calls
SUB6264482,48,12,42.96,1,0.026,0,,Very_Low,1-2 calls
SUB7130158,24,3,28.79,1,0.158,0,,Very_Low,1-2 calls
SUB2391538,6,12,40.19,3,0.236,0,,Low,3-4 calls
SUB8219155,1,3,16.12,4,0.709,1,Network Quality Issues,High,3-4 calls
SUB7817281,24,1,14.62,3,0.315,0,,Low,3-4 calls
SUB7701810,36,1,70.22,3,0.1,0,,Very_Low,3-4 calls
SUB5107560,18,12,17.71,2,0.236,1,Price Too High,Low,1-2 calls
SUB7993018,12,12,98.07,2,0.082,0,,Very_Low,1-2 calls
SUB1171236,3,24,13.28,4,0.819,1,Price Too High,Very_High,3-4 calls
SUB4010129,6,1,42.73,2,0.205,0,,Low,1-2 calls
SUB1089743,6,24,50.0,2,0.157,0,,Very_Low,1-2 calls
SUB8426187,24,12,6.02,1,0.273,1,Price Too High,Low,1-2 calls
SUB5112924,3,3,25.45,3,0.709,1,Price Too High,High,3-4 calls
SUB2955206,24,6,86.6,3,0.186,0,,Very_Low,3-4 calls
SUB2138422,18,1,24.54,3,0.354,0,,Low,3-4 calls
SUB1758795,12,1,8.24,3,0.567,1,Relocation/Moving,Medium,3-4 calls
SUB8632738,6,24,40.48,3,0.461,0,,Medium,3-4 calls
SUB2764688,12,1,18.1,0,0.227,0,,Low,0 calls
SUB3957817,12,1,86.67,1,0.115,0,,Very_Low,1-2 calls
SUB1239647,6,12,62.15,3,0.215,1,Network Quality Issues,Low,3-4 calls
SUB5514153,60,6,12.75,0,0.14,0,,Very_Low,0 calls
SUB7098915,48,6,17.36,2,0.133,0,,Very_Low,1-2 calls
SUB4772515,12,1,18.7,1,0.189,0,,Very_Low,1-2 calls
SUB3942609,6,1,31.1,2,0.205,0,,Low,1-2 calls
SUB9158781,6,24,29.69,2,0.165,0,,Very_Low,1-2 calls
SUB9813240,60,6,27.8,3,0.118,0,,Very_Low,3-4 calls
SUB2572732,12,1,12.57,3,0.639,1,Network Quality Issues,High,3-4 calls
SUB9016792,48,3,9.28,3,0.236,0,,Low,3-4 calls
SUB3740855,1,1,45.07,1,0.273,0,,Low,1-2 calls
SUB4340444,24,6,29.52,3,0.439,1,Service Not Needed,Medium,3-4 calls
SUB4750222,24,24,8.23,2,0.355,1,Relocation/Moving,Low,1-2 calls
SUB2380188,18,6,15.99,3,0.165,0,,Very_Low,3-4 calls
SUB8530577,3,12,8.13,5,0.95,1,Relocation/Moving,Very_High,5+ calls
SUB4060465,60,12,5.9,4,0.236,1,Price Too High,Low,3-4 calls
SUB7723000,3,12,29.16,4,0.472,0,,Medium,3-4 calls
SUB8770032,24,12,14.96,4,0.287,0,,Low,3-4 calls
SUB3818767,24,12,68.35,1,0.136,0,,Very_Low,1-2 calls
SUB8864394,24,6,13.05,2,0.21,1,Relocation/Moving,Low,1-2 calls
SUB6864049,36,6,89.08,3,0.116,0,,Very_Low,3-4 calls
SUB9958825,60,6,28.02,3,0.118,1,Price Too High,Very_Low,3-4 calls
SUB9511807,1,12,70.03,2,0.103,0,,Very_Low,1-2 calls
SUB6531052,12,6,11.65,1,0.328,0,,Low,1-2 calls
SUB7321001,60,6,111.91,0,0.058,0,,Very_Low,0 calls
SUB1424190,36,6,65.2,1,0.067,0,,Very_Low,1-2 calls
SUB7743571,60,6,14.94,0,0.084,0,,Very_Low,0 calls
SUB4472696,18,24,26.27,2,0.236,0,,Low,1-2 calls
SUB3120677,18,3,35.41,2,0.105,0,,Very_Low,1-2 calls
SUB3597979,6,24,95.94,5,0.205,0,,Low,5+ calls
SUB8524132,12,12,21.64,1,0.246,0,,Low,1-2 calls
SUB9294919,1,3,32.67,2,0.21,0,,Low,1-2 calls
SUB3104417,24,1,23.87,0,0.164,0,,Very_Low,0 calls
SUB6449604,48,1,18.17,4,0.059,0,,Very_Low,3-4 calls
SUB1898628,3,24,19.48,2,0.22,0,,Low,1-2 calls
SUB4761054,12,24,27.23,4,0.283,0,,Low,3-4 calls
SUB3396716,18,6,9.01,3,0.614,0,,High,3-4 calls
SUB3057244,18,1,6.87,2,0.105,0,,Very_Low,1-2 calls
SUB3707929,6,24,71.1,2,0.077,0,,Very_Low,1-2 calls
SUB5272513,1,3,62.35,1,0.22,0,,Low,1-2 calls
SUB4928125,36,24,22.93,0,0.213,1,Price Too High,Low,0 calls
SUB5125186,1,12,86.22,2,0.136,0,,Very_Low,1-2 calls
SUB4338669,3,12,28.32,2,0.57,1,Relocation/Moving,Medium,1-2 calls
SUB9302258,60,6,18.62,3,0.083,0,,Very_Low,3-4 calls
SUB8738667,12,1,78.48,4,0.575,1,Network Quality Issues,Medium,3-4 calls
SUB5360866,36,1,81.21,2,0.036,0,,Very_Low,1-2 calls
SUB3304310,36,24,80.12,2,0.048,0,,Very_Low,1-2 calls
SUB1976264,60,6,14.23,0,0.126,0,,Very_Low,0 calls
SUB9323880,1,3,12.64,1,0.63,0,,High,1-2 calls
SUB8299243,1,12,36.54,3,0.472,1,Network Quality Issues,Medium,3-4 calls
SUB4928094,3,24,22.45,0,0.426,0,,Medium,0 calls
SUB6795886,18,3,7.28,1,0.105,0,,Very_Low,1-2 calls
SUB7531423,6,12,35.22,1,0.112,0,,Very_Low,1-2 calls
SUB3790353,12,3,15.47,0,0.197,0,,Very_Low,0 calls
SUB6185356,24,24,17.65,2,0.205,0,,Low,1-2 calls
SUB3465849,3,1,16.26,3,0.472,1,Price Too High,Medium,3-4 calls
SUB3933865,6,6,6.48,2,0.41,0,,Medium,1-2 calls
SUB7667051,24,6,13.17,4,0.315,1,Relocation/Moving,Low,3-4 calls
SUB8587145,1,12,47.18,2,0.273,1,Network Quality Issues,Low,1-2 calls
SUB7030079,24,3,27.63,2,0.079,0,,Very_Low,1-2 calls
SUB9970922,18,6,91.83,3,0.079,0,,Very_Low,3-4 calls
SUB7147454,3,12,5.52,2,0.382,0,,Low,1-2 calls
SUB8907288,6,24,107.11,2,0.118,0,,Very_Low,1-2 calls
SUB3505700,1,12,24.34,0,0.378,0,,Low,0 calls
SUB1145693,18,1,26.93,2,0.266,0,,Low,1-2 calls
SUB2649734,12,1,17.84,3,0.198,0,,Very_Low,3-4 calls
SUB1885621,12,24,26.9,2,0.094,0,,Very_Low,1-2 calls
SUB1561548,3,24,33.9,1,0.273,0,,Low,1-2 calls
SUB9063001,6,3,25.02,1,0.307,0,,Low,1-2 calls
SUB5379845,48,12,38.07,3,0.133,0,,Very_Low,3-4 calls
SUB8150265,1,3,20.89,2,0.41,1,Network Quality Issues,Medium,1-2 calls
SUB2703728,60,24,89.43,4,0.055,0,,Very_Low,3-4 calls
SUB5762315,36,1,35.54,3,0.077,0,,Very_Low,3-4 calls
SUB4377136,3,6,26.98,0,0.491,1,Price Too High,Medium,0 calls
SUB1468451,24,12,75.9,1,0.096,0,,Very_Low,1-2 calls
SUB5777830,1,24,74.25,2,0.191,0,,Very_Low,1-2 calls
SUB1259425,3,24,110.65,2,0.205,1,Relocation/Moving,Low,1-2 calls
SUB9899217,12,3,12.72,0,0.101,0,,Very_Low,0 calls
SUB8604323,12,24,87.19,1,0.088,0,,Very_Low,1-2 calls
SUB7259635,24,12,101.33,0,0.106,1,Better Competitor Offer,Very_Low,0 calls
SUB5494893,48,12,32.91,1,0.102,0,,Very_Low,1-2 calls
SUB2968093,48,24,40.5,1,0.056,1,Relocation/Moving,Very_Low,1-2 calls
SUB3444913,3,6,107.09,6,0.273,0,,Low,5+ calls
SUB7504938,18,6,105.14,5,0.105,0,,Very_Low,5+ calls
SUB8131390,18,24,38.87,3,0.236,0,,Low,3-4 calls
SUB4787132,12,1,26.37,1,0.189,1,Price Too High,Very_Low,1-2 calls
SUB4809821,60,24,84.09,2,0.068,0,,Very_Low,1-2 calls
SUB9817518,12,24,8.02,1,0.252,0,,Low,1-2 calls
SUB5037746,18,3,25.46,2,0.079,1,Network Quality Issues,Very_Low,1-2 calls
SUB1081171,12,24,86.54,2,0.094,0,,Very_Low,1-2 calls
SUB3183448,3,6,56.61,2,0.191,0,,Very_Low,1-2 calls
SUB2189138,3,12,117.02,3,0.439,1,Better Competitor Offer,Medium,3-4 calls
SUB3249476,24,6,37.4,3,0.38,1,Network Quality Issues,Low,3-4 calls
SUB3759374,24,1,22.82,0,0.164,0,,Very_Low,0 calls
SUB4463894,6,24,86.32,2,0.039,0,,Very_Low,1-2 calls
SUB1783258,1,12,20.71,2,0.41,0,,Medium,1-2 calls
SUB2896999,60,6,64.75,3,0.055,0,,Very_Low,3-4 calls
SUB3852889,12,24,38.08,1,0.088,1,Relocation/Moving,Very_Low,1-2 calls
SUB8297050,3,6,19.13,0,0.126,0,,Very_Low,0 calls
SUB8371858,3,12,11.97,2,0.71,1,Price Too High,High,1-2 calls
SUB2761201,1,24,23.08,1,0.585,1,Price Too High,Medium,1-2 calls
SUB3337180,24,6,33.71,2,0.157,0,,Very_Low,1-2 calls
SUB4485862,24,12,13.13,0,0.252,0,,Low,0 calls
SUB2400507,18,12,26.67,0,0.126,0,,Very_Low,0 calls
SUB5235040,12,3,41.76,4,0.79,1,Poor Customer Service,High,3-4 calls
SUB6529554,12,1,57.38,1,0.115,0,,Very_Low,1-2 calls
SUB8518162,60,12,11.09,1,0.205,1,Relocation/Moving,Low,1-2 calls
SUB8676431,24,3,54.72,1,0.074,0,,Very_Low,1-2 calls
SUB3757398,48,24,10.25,3,0.205,1,Price Too High,Low,3-4 calls
SUB1388742,6,3,6.62,1,0.614,0,,High,1-2 calls
SUB1676935,60,12,14.87,2,0.136,1,Price Too High,Very_Low,1-2 calls
