user_id,total_data_mb,total_data_gb,streaming_data_mb,social_data_mb,messaging_data_mb,gaming_data_mb,data_usage_category
SUB2485619,1301.11,1.271,1126.77,20.85,65.45,20.26,Light
SUB2838524,792.39,0.774,586.93,115.09,1.6,79.74,Light
SUB1122026,2780.15,2.715,2474.12,122.92,5.55,50.46,Moderate
SUB6122194,294.26,0.287,76.44,106.65,1.17,74.4,Very_Light
SUB1735053,2267.35,2.214,1554.79,417.83,3.45,54.79,Moderate
SUB1562167,6472.76,6.321,4260.52,1924.87,12.21,143.05,Heavy
SUB9700349,79.14,0.077,28.53,22.78,2.3,2.48,Very_Light
SUB2658800,3656.82,3.571,3371.38,292.46,29.87,16.33,Moderate
SUB2807737,647.02,0.632,430.81,104.32,1.34,34.23,Light
SUB4751531,2677.29,2.615,2232.34,175.92,2.84,3.3,Moderate
SUB8919710,1295.43,1.265,1025.04,236.16,5.58,25.29,Light
SUB4031301,350.72,0.342,116.56,159.63,4.45,28.57,Very_Light
SUB1144454,4045.13,3.95,2341.01,1439.33,0.43,31.51,Moderate
SUB8681556,811.19,0.792,150.07,585.21,4.64,112.39,Light
SUB1254043,2384.61,2.329,2041.17,154.54,31.06,81.62,Moderate
SUB5837502,5342.19,5.217,5089.13,493.57,2.73,58.74,Heavy
SUB5814647,3375.9,3.297,3170.83,87.26,6.93,23.67,Moderate
SUB6631213,492.72,0.481,74.91,333.21,1.06,2.46,Very_Light
SUB5924374,911.13,0.89,543.51,268.92,1.94,37.85,Light
SUB2845733,800.38,0.782,130.59,196.29,0.98,479.2,Light
SUB6800629,145.28,0.142,97.57,23.33,0.34,0.0,Very_Light
SUB8905435,10742.06,10.49,9258.77,1232.23,21.5,68.86,Power_User
SUB5304388,12022.98,11.741,11018.79,220.31,10.87,92.49,Power_User
SUB8321105,839.36,0.82,512.03,211.55,62.21,30.17,Light
SUB1473006,299.16,0.292,184.72,43.05,1.54,5.2,Very_Light
SUB6584581,1284.26,1.254,410.65,698.82,2.34,8.95,Light
SUB8149148,824.4,0.805,519.45,118.58,1.91,58.58,Light
SUB9462176,1425.02,1.392,987.71,237.15,0.12,62.74,Light
SUB8256300,1108.88,1.083,647.56,297.2,0.83,0.99,Light
SUB2197442,1563.46,1.527,1279.33,115.39,1.44,13.74,Light
SUB2199529,1281.77,1.252,702.09,531.2,16.22,59.28,Light
SUB2790228,198.38,0.194,132.25,33.37,3.74,4.57,Very_Light
SUB8052514,7139.9,6.973,5512.84,584.08,11.66,739.48,Heavy
SUB3323176,4389.99,4.287,3500.15,779.03,8.23,117.81,Moderate
SUB9860286,1836.94,1.794,1445.82,288.41,2.1,39.58,Light
SUB7017004,2149.23,2.099,1183.4,819.8,6.85,38.66,Moderate
SUB5208694,215.62,0.211,162.68,14.93,0.39,15.34,Very_Light
SUB1497619,4779.41,4.667,2523.18,2373.78,2.05,53.22,Moderate
SUB1218547,1019.75,0.996,759.35,100.92,2.5,16.82,Light
SUB9940203,3408.79,3.329,1436.13,1871.18,19.04,40.96,Moderate
SUB5421740,2781.37,2.716,2313.98,328.1,3.95,7.9,Moderate
SUB8364534,1153.36,1.126,869.72,266.39,2.41,1.49,Light
SUB9353135,3981.0,3.888,3624.93,175.48,0.31,237.3,Moderate
SUB4858804,893.29,0.872,657.14,196.51,0.92,7.24,Light
SUB3325452,497.23,0.486,317.52,32.19,2.79,57.22,Very_Light
SUB6212360,680.59,0.665,74.49,125.03,0.96,436.79,Light
SUB1928252,15928.77,15.555,13037.53,911.42,13.55,460.24,Power_User
SUB9975681,827.16,0.808,429.43,202.26,3.55,63.8,Light
SUB1600338,705.17,0.689,370.04,99.92,0.11,45.56,Light
SUB1074231,2120.42,2.071,1347.77,315.93,17.58,197.93,Moderate
SUB7365062,4726.71,4.616,3541.04,987.33,0.34,59.01,Moderate
SUB6546686,1203.02,1.175,203.94,934.43,4.42,75.73,Light
SUB4526185,6566.94,6.413,4969.77,25.95,35.4,834.39,Heavy
SUB5145466,284.97,0.278,129.49,81.01,1.37,28.14,Very_Light
SUB3593050,2426.81,2.37,2385.05,159.09,2.68,21.86,Moderate
SUB4113534,3719.91,3.633,3395.82,352.5,13.95,7.44,Moderate
SUB4600957,13742.34,13.42,14039.15,546.06,2.44,4.64,Power_User
SUB7453859,1227.9,1.199,792.38,262.04,1.32,20.36,Light
SUB9905808,2838.62,2.772,2832.66,76.1,4.17,31.09,Moderate
SUB6124524,7595.67,7.418,6092.22,771.63,0.05,11.78,Heavy
SUB5377987,1432.1,1.399,1088.1,270.87,4.95,167.78,Light
SUB4839973,1080.32,1.055,407.01,577.59,3.01,41.16,Light
SUB2363864,1231.14,1.202,670.66,339.58,1.06,120.84,Light
SUB8536324,4449.32,4.345,3056.37,1506.09,13.3,97.09,Moderate
SUB6421251,1197.72,1.17,730.23,354.13,0.18,21.1,Light
SUB8228119,4440.47,4.336,2723.66,1101.92,2.2,206.58,Moderate
SUB2960220,1931.06,1.886,1747.24,108.26,2.72,12.47,Light
SUB4000264,1208.34,1.18,1069.57,135.77,0.9,19.73,Light
SUB4514674,1475.67,1.441,1032.59,301.53,7.04,37.9,Light
SUB4073961,513.3,0.501,266.97,182.88,1.21,12.7,Light
SUB9606776,220.09,0.215,76.54,118.16,1.88,17.88,Very_Light
SUB1148178,5903.64,5.765,4984.94,1010.88,4.4,28.44,Heavy
SUB9446731,1586.3,1.549,1265.65,55.66,18.37,41.87,Light
SUB3208977,611.56,0.597,244.66,240.9,0.57,83.69,Light
SUB2217309,402.56,0.393,172.29,189.55,1.31,3.26,Very_Light
SUB4370698,1613.42,1.576,853.51,587.03,1.78,9.57,Light
SUB9344854,920.74,0.899,428.65,337.54,8.24,84.28,Light
SUB8315664,1001.93,0.978,647.72,339.79,1.12,7.05,Light
SUB6132928,2150.55,2.1,1578.57,473.73,0.19,6.18,Moderate
SUB7874399,6383.84,6.234,5656.69,122.23,6.34,57.71,Heavy
SUB6860616,988.1,0.965,903.53,104.75,1.51,25.04,Light
SUB3275598,409.91,0.4,245.12,125.13,0.16,2.46,Very_Light
SUB5892571,475.27,0.464,243.33,122.08,3.71,112.38,Very_Light
SUB5491260,701.51,0.685,242.22,295.68,3.46,68.26,Light
SUB9779116,3935.78,3.844,2692.81,1167.42,16.82,9.88,Moderate
SUB6948491,296.81,0.29,206.05,38.42,0.82,24.33,Very_Light
SUB1036160,751.81,0.734,301.11,241.05,2.92,2.36,Light
SUB1019156,8853.38,8.646,8816.05,349.01,14.68,84.53,Heavy
SUB8416240,7282.51,7.112,5081.31,2049.52,48.28,179.2,Heavy
SUB3570348,256.12,0.25,192.63,35.81,0.79,19.96,Very_Light
SUB3562688,1314.74,1.284,584.76,532.92,9.1,10.83,Light
SUB7964745,551.79,0.539,412.86,96.33,0.96,7.67,Light
SUB6474106,4153.34,4.056,3246.7,881.16,2.97,10.74,Moderate
SUB8795807,591.99,0.578,502.69,62.93,5.48,4.58,Light
SUB5914005,928.43,0.907,441.4,384.83,8.42,77.06,Light
SUB1881809,4709.92,4.6,4027.63,522.07,1.67,50.05,Moderate
SUB5499311,1273.39,1.244,1067.94,72.33,17.05,1.06,Light
SUB7356895,1001.73,0.978,827.01,10.64,2.41,46.49,Light
SUB4808282,1121.31,1.095,742.45,145.92,56.63,57.91,Light
SUB1645649,2091.11,2.042,1773.52,132.04,42.54,0.73,Moderate
SUB9601594,1448.7,1.415,744.07,453.89,43.83,3.32,Light
SUB7125488,252.77,0.247,55.6,87.45,10.91,71.43,Very_Light
SUB9418385,13288.02,12.977,11494.15,685.2,2.49,47.18,Power_User
SUB4402155,2007.19,1.96,700.31,959.57,3.8,192.42,Light
SUB4827271,944.84,0.923,780.96,70.75,0.12,4.66,Light
SUB5614965,1014.7,0.991,697.63,204.37,1.83,33.56,Light
SUB1198110,2152.5,2.102,2106.66,60.25,2.68,50.29,Moderate
SUB5079430,2075.39,2.027,493.2,1380.89,1.64,3.45,Moderate
SUB9803235,3427.07,3.347,2841.73,236.95,0.62,17.76,Moderate
SUB4732517,1795.42,1.753,1302.8,239.18,1.74,30.72,Light
SUB4291066,413.55,0.404,122.9,258.22,3.24,30.99,Very_Light
SUB8764461,1370.04,1.338,659.82,484.64,18.03,128.25,Light
SUB9119550,5607.52,5.476,4907.48,849.06,6.86,49.89,Heavy
SUB9336562,3015.76,2.945,1441.54,1407.42,5.45,22.64,Moderate
SUB5753954,1891.0,1.847,1751.38,144.78,10.98,94.19,Light
SUB7605188,2008.73,1.962,458.69,1609.68,0.75,67.13,Light
SUB2699547,2957.38,2.888,2147.68,703.19,1.12,63.86,Moderate
SUB5400131,383.92,0.375,122.39,158.67,3.11,41.51,Very_Light
SUB7494374,4171.04,4.073,4076.66,145.93,14.52,30.12,Moderate
SUB8638483,6860.33,6.7,5894.29,563.46,9.88,25.77,Heavy
SUB9731032,963.39,0.941,514.4,329.52,14.72,40.9,Light
SUB3940107,3719.22,3.632,2115.4,1548.49,10.11,21.71,Moderate
SUB3050241,6121.61,5.978,4382.89,1892.11,8.93,18.9,Heavy
SUB5934349,1762.0,1.721,1667.46,49.95,0.96,7.74,Light
SUB2156245,4290.16,4.19,3793.74,112.19,0.74,46.7,Moderate
SUB5926622,3493.88,3.412,3355.46,111.18,6.82,19.04,Moderate
SUB1158998,4378.04,4.275,3747.65,265.78,2.72,24.32,Moderate
SUB4762853,1665.07,1.626,895.25,677.02,0.99,0.0,Light
SUB5050230,5083.43,4.964,3651.89,1247.98,13.69,57.11,Moderate
SUB7184398,2452.14,2.395,1056.77,1152.31,4.28,1.38,Moderate
SUB9206336,7568.14,7.391,6900.13,515.24,0.7,10.18,Heavy
SUB6170310,626.7,0.612,406.97,136.6,13.27,5.46,Light
SUB5461918,2869.7,2.802,1591.5,1052.5,24.3,25.83,Moderate
SUB2808516,17836.26,17.418,15273.58,1559.01,4.62,260.01,Power_User
SUB1956011,5055.09,4.937,4488.13,298.59,3.02,115.0,Moderate
SUB4657905,631.13,0.616,548.43,11.45,0.19,6.64,Light
SUB4761509,23955.55,23.394,24855.04,1409.35,6.02,53.93,Power_User
SUB5110993,547.29,0.534,85.24,395.75,0.79,19.37,Light
SUB9681921,1251.79,1.222,690.34,293.78,13.76,242.95,Light
SUB2717355,1297.37,1.267,903.08,253.03,16.64,3.78,Light
SUB6048336,1673.72,1.634,1057.78,437.82,0.49,72.1,Light
SUB7848829,74.42,0.073,14.83,15.92,0.0,13.56,Very_Light
SUB5900318,1249.37,1.22,918.92,325.17,7.01,12.26,Light
SUB8970043,439.7,0.429,14.18,292.48,16.75,60.7,Very_Light
SUB9521722,1113.21,1.087,20.3,1032.68,4.95,3.64,Light
SUB5685942,3597.29,3.513,2889.29,285.11,5.31,206.96,Moderate
SUB7849221,4020.72,3.926,3061.97,527.42,1.74,72.9,Moderate
SUB6583161,1061.91,1.037,1006.3,51.43,3.84,3.64,Light
SUB4968178,364.57,0.356,313.8,3.06,0.61,0.79,Very_Light
SUB1139133,17028.9,16.63,14779.3,974.06,47.96,376.4,Power_User
SUB4809697,1217.67,1.189,518.76,524.7,11.75,14.8,Light
SUB8637547,217.0,0.212,163.79,6.4,9.44,6.7,Very_Light
SUB1270001,3111.53,3.039,2931.91,236.53,15.46,13.3,Moderate
SUB5617631,4171.89,4.074,2649.52,1323.27,10.84,248.89,Moderate
SUB2399298,7704.16,7.524,6831.47,866.82,30.67,126.1,Heavy
SUB5147413,8227.03,8.034,6576.85,531.07,9.11,353.87,Heavy
SUB6857109,1514.49,1.479,982.23,295.78,2.03,76.16,Light
SUB1782409,4291.52,4.191,3411.59,662.68,0.46,67.85,Moderate
SUB8876146,11239.67,10.976,8610.3,1899.42,3.98,539.96,Power_User
SUB1713391,3615.65,3.531,2403.67,1199.9,27.77,59.73,Moderate
SUB6755536,1464.24,1.43,716.43,526.96,3.5,53.68,Light
SUB1337164,5901.08,5.763,5140.65,672.18,3.31,66.48,Heavy
SUB8869815,1453.14,1.419,673.12,817.48,2.27,16.73,Light
SUB3763779,2346.69,2.292,2005.61,288.78,3.51,83.27,Moderate
SUB3858214,75.02,0.073,50.15,7.68,0.56,6.96,Very_Light
SUB3234967,1896.85,1.852,1442.85,547.86,2.79,1.52,Light
SUB3020880,5985.39,5.845,5832.22,219.87,15.49,7.01,Heavy
SUB7919219,554.89,0.542,457.88,17.67,1.4,27.4,Light
SUB5243780,6506.23,6.354,4661.76,1859.89,22.41,162.67,Heavy
SUB4893193,1868.06,1.824,1416.29,219.07,25.4,116.76,Light
SUB6681868,149.74,0.146,79.61,17.26,3.98,13.68,Very_Light
SUB2255959,11525.61,11.255,9799.71,1838.66,12.87,21.36,Power_User
SUB3113687,236.05,0.231,63.33,119.82,2.87,29.09,Very_Light
SUB7620090,22367.48,21.843,19533.5,1813.32,16.4,5.01,Power_User
SUB2619426,2273.13,2.22,2009.88,38.71,21.96,28.7,Moderate
SUB8005351,2821.26,2.755,2448.07,91.68,2.02,164.51,Moderate
SUB8570095,1474.22,1.44,544.46,693.63,3.04,25.86,Light
SUB3138421,2635.56,2.574,2019.06,259.04,8.52,77.37,Moderate
SUB6023198,4570.88,4.464,4095.6,60.38,24.24,41.8,Moderate
SUB9673899,2570.42,2.51,2111.93,214.05,0.9,89.7,Moderate
SUB2649959,897.06,0.876,725.34,53.02,3.05,0.0,Light
SUB8059916,6287.11,6.14,6045.37,128.32,9.51,227.01,Heavy
SUB3188077,979.75,0.957,604.12,121.27,9.79,139.21,Light
SUB5784973,184.92,0.181,103.88,40.28,0.44,7.4,Very_Light
SUB4769484,1217.28,1.189,1068.22,50.3,4.9,1.9,Light
SUB2290906,1668.22,1.629,525.64,916.45,7.09,70.14,Light
SUB2435367,2797.24,2.732,2565.09,122.41,4.85,21.12,Moderate
SUB9312048,4777.99,4.666,4132.81,185.0,8.61,40.91,Moderate
SUB4246849,445.26,0.435,387.23,52.86,0.38,0.59,Very_Light
SUB9654584,2170.45,2.12,1163.37,592.91,14.94,134.18,Moderate
SUB2605196,1026.13,1.002,536.62,242.5,7.45,57.95,Light
SUB6387059,1667.78,1.629,581.13,758.13,1.3,185.79,Light
SUB2045851,4852.76,4.739,2904.69,1075.79,16.13,418.72,Moderate
SUB9466602,876.52,0.856,676.45,255.98,9.91,0.0,Light
SUB3664921,7567.57,7.39,5411.39,1827.03,51.87,633.8,Heavy
SUB2434730,4276.81,4.177,3368.43,544.09,0.47,221.48,Moderate
SUB5071650,615.96,0.602,315.68,226.55,2.32,0.0,Light
SUB5354489,2852.13,2.785,2853.7,45.24,7.62,60.16,Moderate
SUB2958615,284.88,0.278,202.27,25.71,2.79,1.43,Very_Light
SUB7502483,3618.92,3.534,2792.74,360.39,16.14,98.01,Moderate
SUB1978534,1310.4,1.28,1244.46,22.6,5.6,29.3,Light
SUB8701516,2647.12,2.585,1853.79,517.69,7.0,53.81,Moderate
SUB2318155,381.71,0.373,102.29,110.32,6.01,92.45,Very_Light
SUB1984588,4529.22,4.423,4285.93,458.0,3.72,101.03,Moderate
SUB5449399,4504.71,4.399,4303.45,320.14,18.46,30.92,Moderate
SUB5002761,3612.98,3.528,3117.62,498.05,12.47,193.39,Moderate
SUB1481632,1527.06,1.491,595.01,860.06,3.85,31.07,Light
SUB8723047,576.13,0.563,219.0,247.8,2.13,15.83,Light
SUB7541173,10582.48,10.334,10001.0,1174.38,7.46,11.29,Power_User
SUB8998799,11465.94,11.197,9951.16,1089.86,12.09,51.48,Power_User
SUB6275820,5055.81,4.937,3018.75,1554.84,0.0,464.05,Moderate
SUB9918562,1610.99,1.573,665.95,744.47,5.7,41.18,Light
SUB8639298,3483.29,3.402,2714.6,612.59,14.31,42.78,Moderate
SUB8496196,338.63,0.331,203.45,45.17,4.29,13.88,Very_Light
SUB6104138,771.11,0.753,493.52,234.74,1.96,22.7,Light
SUB1026505,4016.07,3.922,3218.44,495.46,0.94,34.46,Moderate
SUB2650375,6341.81,6.193,3599.42,1344.05,18.91,1078.75,Heavy
SUB1212204,960.61,0.938,331.66,474.55,0.39,16.95,Light
SUB8050305,1607.67,1.57,1325.77,103.85,5.37,61.14,Light
SUB9916776,147.43,0.144,87.31,20.34,1.58,5.15,Very_Light
SUB1973215,2151.87,2.101,1775.03,432.14,4.62,67.63,Moderate
SUB1567827,1518.42,1.483,1180.58,101.63,0.89,74.92,Light
SUB9325857,1770.93,1.729,1446.56,281.87,15.43,9.47,Light
SUB2267633,2193.42,2.142,1649.52,433.23,6.44,72.55,Moderate
SUB4684815,1220.39,1.192,155.48,543.64,2.33,337.26,Light
SUB3026182,10452.36,10.207,9699.21,1501.97,0.12,225.8,Power_User
SUB5638246,330.97,0.323,169.79,123.08,0.93,33.5,Very_Light
SUB9437392,1585.41,1.548,1378.38,152.87,0.68,38.26,Light
SUB9377900,3156.54,3.083,2081.68,803.37,0.72,56.52,Moderate
SUB3210186,3408.0,3.328,2624.31,521.33,55.57,154.89,Moderate
SUB3531196,886.29,0.866,551.41,243.34,15.7,2.55,Light
SUB4200090,1098.48,1.073,842.14,199.37,0.32,10.6,Light
SUB1053997,2285.19,2.232,1738.98,328.69,23.5,99.07,Moderate
SUB5375717,1037.73,1.013,580.2,290.8,1.07,10.19,Light
SUB6607423,1747.97,1.707,1652.03,46.05,1.34,17.62,Light
SUB3940504,535.63,0.523,366.4,78.95,0.37,1.2,Light
SUB5934990,2309.15,2.255,1940.13,256.36,4.22,125.04,Moderate
SUB9057907,4782.33,4.67,4695.94,111.53,0.6,17.96,Moderate
SUB6721877,1651.91,1.613,1309.49,201.24,2.09,23.53,Light
SUB9959601,926.9,0.905,516.49,188.35,46.41,12.69,Light
SUB6856494,1347.97,1.316,831.34,434.75,4.15,21.68,Light
SUB8760004,5435.87,5.308,5192.2,394.68,5.4,7.46,Heavy
SUB7102493,762.56,0.745,434.62,132.05,1.81,3.38,Light
SUB3593449,1188.52,1.161,749.71,430.53,0.99,37.56,Light
SUB2018543,668.67,0.653,260.97,359.54,0.63,5.93,Light
SUB9773713,419.77,0.41,167.95,109.3,3.31,55.41,Very_Light
SUB7774870,681.94,0.666,539.81,132.11,10.0,0.0,Light
SUB8104527,1373.26,1.341,1167.74,80.32,0.15,6.53,Light
SUB5227234,800.58,0.782,582.54,162.58,7.83,0.0,Light
SUB2121889,1681.55,1.642,570.18,1183.09,8.42,23.47,Light
SUB4258881,12146.44,11.862,11205.78,627.49,3.2,17.67,Power_User
SUB4631453,135.88,0.133,20.99,56.96,0.05,0.0,Very_Light
SUB7524367,701.84,0.685,430.32,125.9,6.66,20.7,Light
SUB6338938,7418.36,7.244,6047.58,817.21,0.75,37.89,Heavy
SUB3185028,10030.4,9.795,8523.16,1046.58,24.03,39.63,Heavy
SUB5803958,261.99,0.256,136.11,75.66,2.98,3.02,Very_Light
SUB9926299,782.66,0.764,679.02,54.61,0.74,5.35,Light
SUB4487924,4195.35,4.097,3149.56,846.08,0.18,52.35,Moderate
SUB1772838,3888.73,3.798,2886.54,690.56,0.51,51.3,Moderate
SUB1261420,2777.01,2.712,1803.69,846.39,2.61,60.37,Moderate
SUB1477843,2671.11,2.609,2409.56,202.51,4.17,264.62,Moderate
SUB5529943,2703.89,2.641,1197.06,1462.2,18.97,16.27,Moderate
SUB5552538,1617.53,1.58,887.93,515.2,1.71,96.26,Light
SUB2825260,167.07,0.163,116.06,24.21,0.8,3.08,Very_Light
SUB5775833,716.74,0.7,627.89,7.57,2.04,18.98,Light
SUB5187694,526.89,0.515,296.63,124.85,5.42,51.09,Light
SUB4099834,3857.41,3.767,2905.14,631.05,11.68,109.77,Moderate
SUB7771158,2433.7,2.377,1282.86,462.86,11.4,424.64,Moderate
SUB4564507,6942.8,6.78,6591.93,389.14,1.81,8.57,Heavy
SUB5299489,8008.38,7.821,7352.47,1127.72,6.79,9.03,Heavy
SUB4182132,347.67,0.34,146.54,90.66,1.34,61.63,Very_Light
SUB4440863,583.91,0.57,239.93,238.37,0.28,40.89,Light
SUB8986322,1078.75,1.053,880.32,41.72,1.98,0.0,Light
SUB7637448,30381.77,29.67,31718.44,339.71,7.87,8.24,Power_User
SUB8135580,718.31,0.701,661.6,46.01,0.69,12.09,Light
SUB5802738,2198.74,2.147,1460.66,443.03,1.15,15.59,Moderate
SUB7779651,7851.81,7.668,6196.48,1446.61,3.74,24.84,Heavy
SUB8871490,1384.03,1.352,774.85,349.29,6.09,79.43,Light
SUB1144375,6838.91,6.679,5988.53,897.55,0.26,33.42,Heavy
SUB8673919,4402.68,4.299,3548.65,482.54,6.94,0.0,Moderate
SUB6713948,1513.66,1.478,1273.62,82.46,2.8,18.87,Light
SUB5229491,236.35,0.231,106.21,42.44,0.98,35.94,Very_Light
SUB9060426,12741.39,12.443,10116.3,1420.01,38.62,985.94,Power_User
SUB6183584,5942.22,5.803,5418.57,65.9,10.52,383.09,Heavy
SUB6911993,2409.82,2.353,1732.82,379.56,4.21,214.03,Moderate
SUB4183818,6011.27,5.87,4343.33,1069.35,18.48,49.47,Heavy
SUB2518560,4960.2,4.844,3956.7,724.5,1.98,267.15,Moderate
SUB2894420,2198.75,2.147,544.65,1373.12,3.04,24.29,Moderate
SUB8069222,656.47,0.641,99.31,490.66,18.83,19.57,Light
SUB8658206,3951.05,3.858,3134.1,401.57,2.61,37.94,Moderate
SUB1541797,4799.89,4.687,3967.5,1201.28,2.65,9.54,Moderate
SUB9305827,2719.01,2.655,1874.9,595.11,0.97,93.38,Moderate
SUB7557642,9840.71,9.61,7952.85,1173.5,7.04,300.82,Heavy
SUB6436526,1887.94,1.844,196.17,1455.43,19.05,322.99,Light
SUB8639377,164.33,0.16,3.29,81.62,3.56,3.08,Very_Light
SUB2796218,1431.76,1.398,996.83,163.87,16.49,105.57,Light
SUB1552226,544.56,0.532,126.77,267.94,2.06,59.27,Light
SUB8514782,891.21,0.87,643.49,216.38,1.72,0.62,Light
SUB6098907,294.59,0.288,219.64,12.56,0.69,46.55,Very_Light
SUB9649318,917.99,0.896,789.19,37.29,2.06,35.25,Light
SUB8139608,12655.55,12.359,11018.37,804.64,43.83,361.71,Power_User
SUB8707690,3826.73,3.737,2012.92,1899.29,13.47,6.92,Moderate
SUB8003621,2319.55,2.265,2274.37,164.8,1.76,14.47,Moderate
SUB4803074,8456.11,8.258,6322.58,749.58,4.66,578.76,Heavy
SUB8416510,229.24,0.224,82.95,56.08,1.15,39.14,Very_Light
SUB8467133,2211.82,2.16,594.07,246.89,15.2,1101.94,Moderate
SUB4507145,654.99,0.64,542.15,39.27,0.99,1.26,Light
SUB2778244,3273.97,3.197,2822.51,455.61,0.14,76.33,Moderate
SUB5782337,1911.7,1.867,1397.79,255.58,1.02,28.31,Light
SUB2180859,1403.8,1.371,1238.41,65.85,13.94,1.52,Light
SUB7733214,3387.89,3.308,2840.66,449.66,7.57,26.83,Moderate
SUB2980425,691.49,0.675,295.77,290.31,0.2,37.25,Light
SUB8441521,1128.64,1.102,770.88,190.56,0.71,18.91,Light
SUB9077813,2184.46,2.133,1969.4,201.91,0.5,1.89,Moderate
SUB8694420,6012.44,5.872,5155.66,993.41,17.05,95.41,Heavy
SUB3941616,3214.3,3.139,2059.79,721.24,0.97,16.38,Moderate
SUB3474370,1409.29,1.376,576.87,709.44,7.97,98.97,Light
SUB6604297,481.98,0.471,311.15,89.4,2.58,84.28,Very_Light
SUB8105924,236.8,0.231,76.19,62.21,1.59,45.12,Very_Light
SUB3078937,5638.48,5.506,4916.81,360.96,25.93,2.21,Heavy
SUB9915948,5221.26,5.099,3380.93,1243.27,14.73,135.99,Heavy
SUB2355097,4702.59,4.592,3666.36,872.49,0.33,5.13,Moderate
SUB3055397,2024.39,1.977,1557.99,373.8,0.53,101.5,Light
SUB2079037,598.2,0.584,159.77,324.16,6.03,10.64,Light
SUB5151951,2291.19,2.237,1915.94,185.29,0.6,69.52,Moderate
SUB4155200,1139.71,1.113,95.69,896.88,6.22,3.37,Light
SUB1855695,8873.54,8.666,7349.49,641.14,27.6,153.06,Heavy
SUB1112036,2750.61,2.686,963.33,1240.4,9.76,317.92,Moderate
SUB4831854,2769.64,2.705,1644.94,1108.63,6.65,110.03,Moderate
SUB1889694,327.32,0.32,228.66,27.77,7.59,1.49,Very_Light
SUB1590348,12534.14,12.24,9974.48,1451.28,9.23,13.84,Power_User
SUB8695082,3281.6,3.205,2372.6,507.37,0.13,74.36,Moderate
SUB5066981,1307.27,1.277,916.46,65.66,1.63,65.93,Light
SUB5467801,148.87,0.145,62.71,14.31,0.3,2.83,Very_Light
SUB3183525,792.44,0.774,699.17,20.18,6.32,19.48,Light
SUB1693464,10653.58,10.404,8865.27,1926.78,9.0,182.09,Power_User
SUB2577415,810.07,0.791,458.51,285.17,10.68,25.9,Light
SUB5262663,2510.12,2.451,1902.83,247.96,2.32,29.6,Moderate
SUB4593824,1685.8,1.646,1397.55,275.41,2.34,45.99,Light
SUB5668223,317.24,0.31,204.14,67.79,3.12,13.55,Very_Light
SUB9036837,2110.04,2.061,1518.88,463.62,8.52,19.1,Moderate
SUB2358356,1288.69,1.258,1050.52,192.62,0.38,24.84,Light
SUB2515719,4438.12,4.334,4130.71,120.15,1.1,121.89,Moderate
SUB5141426,8145.54,7.955,7383.93,1087.67,2.59,2.53,Heavy
SUB1837566,258.19,0.252,192.29,14.92,1.76,7.42,Very_Light
SUB7642516,3313.19,3.236,2360.13,293.16,11.55,329.31,Moderate
SUB9483063,5398.73,5.272,4537.91,298.24,7.16,53.14,Heavy
SUB9123155,3098.88,3.026,2417.24,556.28,22.24,41.68,Moderate
SUB2223981,648.53,0.633,370.75,208.9,24.74,60.54,Light
SUB3336798,923.09,0.901,84.19,602.9,2.62,168.64,Light
SUB3158344,4962.72,4.846,4242.65,890.24,11.57,136.13,Moderate
SUB7483214,607.81,0.594,235.68,279.91,27.67,10.29,Light
SUB1835165,3981.06,3.888,2076.76,1757.67,46.45,176.61,Moderate
SUB2734428,39.88,0.039,17.22,4.14,0.06,0.0,Very_Light
SUB4822069,3415.35,3.335,2849.43,211.7,3.38,297.2,Moderate
SUB4144787,1837.93,1.795,778.35,791.43,21.26,45.56,Light
SUB9346988,273.49,0.267,112.44,85.36,2.31,13.92,Very_Light
SUB3812789,934.68,0.913,684.14,203.07,1.47,8.86,Light
SUB8992726,2478.13,2.42,335.52,2011.18,15.17,196.11,Moderate
SUB9844712,6202.66,6.057,5776.55,515.63,2.11,156.59,Heavy
SUB3166503,273.74,0.267,102.37,52.01,4.15,0.0,Very_Light
SUB9045391,882.45,0.862,814.77,6.98,6.23,1.38,Light
SUB9622693,741.66,0.724,569.57,159.28,3.15,24.75,Light
SUB1498095,693.55,0.677,389.02,185.95,2.2,112.38,Light
SUB9410184,930.19,0.908,498.86,329.44,3.63,4.0,Light
SUB4330263,3373.48,3.294,1932.53,1113.55,2.94,112.12,Moderate
SUB8366604,695.25,0.679,457.06,151.15,0.55,10.48,Light
SUB4665842,2897.91,2.83,1654.45,272.21,4.74,617.66,Moderate
SUB3791338,8219.14,8.027,6274.29,1243.23,38.84,16.16,Heavy
SUB4337031,3721.04,3.634,3368.27,368.97,11.99,25.33,Moderate
SUB9234025,613.89,0.6,512.61,45.99,0.32,3.12,Light
SUB4945123,1092.43,1.067,299.37,361.98,9.96,278.63,Light
SUB5768026,1004.54,0.981,862.66,52.25,0.98,8.6,Light
SUB5083501,1171.31,1.144,821.2,121.05,2.54,20.99,Light
SUB5836161,906.89,0.886,506.89,252.84,7.68,14.42,Light
SUB2780248,1646.23,1.608,1380.29,204.95,1.12,114.28,Light
SUB7126664,1090.91,1.065,560.72,394.78,11.26,94.21,Light
SUB8709824,5992.85,5.852,6149.08,361.52,18.24,13.43,Heavy
SUB5795817,1346.99,1.315,914.1,237.43,1.84,33.57,Light
SUB3180019,10240.32,10.0,8901.18,277.91,20.11,122.52,Heavy
