user_id,measurement_date,hours_streaming,hours_social,hours_messaging,hours_gaming,streaming_data_mb,social_data_mb,messaging_data_mb,gaming_data_mb,total_data_mb,is_peak_hour_user,is_weekend,age_group,plan_type,device_type,network_type,data_usage_category
SUB2830314,2026-04-01,0.09,0.08,0.08,0.04,203.88,27.55,0.95,2.92,316.26,0,0,35-44,Postpaid_Basic,Mid_Range,5G,Very_Light
SUB4777341,2026-03-30,2.17,6.0,1.04,0.03,3878.14,2071.18,12.72,5.85,6262.04,1,1,18-24,Postpaid_Basic,Mid_Range,5G,Heavy
SUB9657116,2026-04-04,0.72,0.39,0.4,0.03,323.68,44.19,3.93,4.1,441.33,1,0,45-54,Prepaid_Monthly,5G_Device,3G,Very_Light
SUB5585315,2026-03-19,0.85,0.86,0.67,0.06,724.24,195.02,6.49,7.15,1044.0,1,0,25-34,Prepaid_Daily,Mid_Range,4G,Light
SUB6898931,2026-04-09,0.36,0.73,0.56,0.21,284.48,194.01,9.83,14.82,536.54,0,0,35-44,Postpaid_Basic,Mid_Range,4G,Light
SUB5976563,2026-04-01,0.79,0.44,0.36,0.51,995.64,113.22,2.06,25.24,1078.91,0,1,18-24,Postpaid_Unlimited,Mid_Range,4G,Light
SUB2770403,2026-03-29,0.23,0.58,0.8,0.96,372.76,123.17,8.0,182.96,773.39,0,1,55+,Postpaid_Unlimited,Mid_Range,4G,Light
SUB5371272,2026-03-22,1.35,0.22,0.01,0.01,1104.18,41.1,0.19,1.39,1149.92,1,0,55+,Postpaid_Basic,Mid_Range,4G,Light
SUB8568370,2026-03-27,3.76,3.9,0.53,0.06,5010.06,787.2,9.87,6.34,5840.68,0,0,25-34,Prepaid_Daily,Premium_Smartphone,4G+,Heavy
SUB5929426,2026-03-21,0.09,0.4,0.05,0.16,40.41,52.65,0.48,26.59,205.31,0,0,35-44,Prepaid_Daily,5G_Device,3G,Very_Light
SUB1506995,2026-03-31,0.43,1.77,0.14,0.36,516.67,422.37,2.66,31.97,948.74,0,0,35-44,Postpaid_Premium,Mid_Range,4G,Light
SUB3185454,2026-03-29,8.0,0.74,1.03,0.56,16448.37,238.08,10.31,97.76,16682.07,0,1,25-34,Postpaid_Premium,5G_Device,4G+,Power_User
SUB7262094,2026-03-24,2.69,4.58,2.48,0.53,4169.0,1333.76,16.89,33.63,6034.94,1,0,18-24,Postpaid_Unlimited,Premium_Smartphone,4G,Heavy
SUB8928248,2026-04-10,0.81,1.7,1.09,0.03,690.1,404.74,20.64,5.79,1121.73,0,0,35-44,Postpaid_Basic,Mid_Range,4G,Light
SUB3072723,2026-04-12,4.04,5.21,1.67,6.0,7111.14,809.6,20.04,775.24,7929.62,1,0,18-24,Postpaid_Unlimited,5G_Device,4G,Heavy
SUB6227528,2026-03-26,0.9,0.54,0.13,0.03,1748.42,138.52,1.37,3.89,2052.04,0,0,25-34,Postpaid_Premium,Basic_Phone,4G,Moderate
SUB1565635,2026-04-05,4.19,0.39,0.61,0.24,6721.11,131.57,3.06,42.56,7310.03,0,1,25-34,Postpaid_Basic,Premium_Smartphone,5G,Heavy
SUB1527409,2026-04-07,7.59,2.45,1.48,0.57,15083.51,710.79,22.54,98.03,16905.36,0,0,25-34,Postpaid_Premium,Premium_Smartphone,4G,Power_User
SUB1287635,2026-04-17,2.07,2.07,0.76,0.69,779.75,246.37,10.45,81.8,1137.77,1,1,18-24,Prepaid_Daily,Premium_Smartphone,3G,Light
SUB1583510,2026-03-31,0.55,1.17,0.02,0.35,501.26,229.15,0.3,24.1,765.53,0,0,25-34,Postpaid_Basic,Mid_Range,4G,Light
SUB5722340,2026-04-15,2.04,1.0,0.51,2.31,5585.57,338.87,7.91,113.49,5597.67,0,0,25-34,Postpaid_Unlimited,Premium_Smartphone,5G,Heavy
SUB5778972,2026-03-31,0.62,0.98,0.64,1.72,581.95,155.43,10.5,72.33,884.05,0,0,25-34,Prepaid_Daily,5G_Device,4G,Light
SUB7335787,2026-04-06,2.98,2.92,1.21,0.08,10134.63,767.71,9.65,5.82,11194.51,0,0,35-44,Postpaid_Premium,Premium_Smartphone,5G,Power_User
SUB2693481,2026-04-08,0.4,0.76,0.96,0.02,759.3,190.87,14.8,2.4,993.75,0,0,55+,Prepaid_Monthly,5G_Device,5G,Light
SUB4061342,2026-03-25,5.11,3.92,0.38,5.43,6488.44,1040.58,7.4,513.57,7871.73,0,1,18-24,Postpaid_Premium,Premium_Smartphone,4G,Heavy
SUB1600198,2026-04-06,1.4,0.73,0.39,0.01,859.14,106.59,4.47,0.54,928.6,1,0,45-54,Postpaid_Premium,Mid_Range,3G,Light
SUB1397891,2026-03-24,7.58,4.11,0.42,0.18,17944.71,1049.49,7.11,29.6,17956.39,0,1,25-34,Postpaid_Unlimited,Mid_Range,5G,Power_User
SUB4081362,2026-04-15,0.17,1.69,0.61,0.02,563.65,506.78,11.78,1.43,1154.98,0,0,35-44,Postpaid_Premium,Premium_Smartphone,5G,Light
SUB5694505,2026-04-03,0.93,3.3,0.25,1.11,1014.73,535.85,2.93,217.57,1818.45,1,1,25-34,Prepaid_Monthly,5G_Device,4G,Light
SUB4647965,2026-04-15,3.12,0.96,0.17,0.04,3571.77,260.96,2.23,2.09,3713.63,1,0,35-44,Prepaid_Daily,Mid_Range,4G,Moderate
SUB2041566,2026-03-26,5.44,0.6,0.58,0.02,20491.09,155.14,7.77,0.92,19216.56,1,0,35-44,Postpaid_Premium,Mid_Range,5G,Power_User
SUB6081502,2026-04-15,0.73,0.19,0.22,0.09,223.6,21.3,3.22,14.58,264.59,0,0,25-34,Prepaid_Monthly,Basic_Phone,3G,Very_Light
SUB2619282,2026-03-23,3.52,6.0,4.0,0.33,11778.07,2112.2,26.85,49.33,13843.25,1,1,25-34,Postpaid_Premium,Premium_Smartphone,5G,Power_User
SUB4434078,2026-04-15,2.13,0.55,2.27,0.55,4115.13,147.16,23.96,55.1,4532.13,1,0,45-54,Prepaid_Daily,Premium_Smartphone,5G,Moderate
SUB4297466,2026-04-03,1.42,3.71,0.62,2.89,802.95,503.17,11.24,559.45,1914.74,0,1,18-24,Postpaid_Unlimited,Premium_Smartphone,3G,Light
SUB5441971,2026-04-04,0.95,1.46,0.23,0.25,2196.29,528.63,3.54,30.33,3053.16,1,0,18-24,Prepaid_Monthly,Mid_Range,5G,Moderate
SUB5850825,2026-03-21,2.6,1.05,0.14,3.17,11320.02,398.46,0.92,373.48,11617.72,0,0,18-24,Postpaid_Unlimited,Mid_Range,5G,Power_User
SUB8323777,2026-04-04,0.85,1.36,0.07,0.66,1270.3,270.78,0.58,83.11,1574.01,0,0,18-24,Postpaid_Premium,5G_Device,4G,Light
SUB7805697,2026-03-31,0.65,0.39,0.07,0.01,476.55,100.69,0.88,1.75,682.95,0,0,25-34,Prepaid_Daily,Mid_Range,4G,Light
SUB6595095,2026-04-08,0.8,2.28,0.08,0.33,1953.01,711.38,1.32,47.06,2977.45,1,0,25-34,Postpaid_Basic,Mid_Range,5G,Moderate
SUB8438096,2026-03-23,1.99,0.96,0.83,0.9,1246.55,94.28,11.63,176.93,1496.69,1,0,25-34,Postpaid_Unlimited,Premium_Smartphone,3G,Light
SUB4053407,2026-03-20,0.7,5.03,0.13,1.23,1255.74,1686.62,1.8,149.74,3087.33,0,0,18-24,Postpaid_Premium,5G_Device,4G+,Moderate
SUB2417231,2026-03-20,0.09,0.6,0.01,0.15,81.82,156.91,0.08,28.94,329.93,0,0,35-44,Prepaid_Monthly,Mid_Range,4G,Very_Light
SUB1407974,2026-04-06,2.38,6.0,1.35,1.06,4689.23,1846.41,19.95,170.05,7351.25,1,0,45-54,Postpaid_Unlimited,5G_Device,4G+,Heavy
SUB4604724,2026-04-01,0.64,0.57,0.04,0.03,1184.59,188.21,0.72,2.63,1480.79,1,0,55+,Prepaid_Monthly,Basic_Phone,5G,Light
SUB7818922,2026-03-26,0.18,0.49,0.17,0.27,135.81,91.57,1.06,33.91,331.53,0,1,55+,Prepaid_Monthly,Mid_Range,4G,Very_Light
SUB7847575,2026-04-16,3.41,1.19,0.1,0.32,6019.91,185.41,0.85,50.28,6127.83,0,1,55+,Postpaid_Premium,Premium_Smartphone,4G,Heavy
SUB2151882,2026-04-01,0.22,0.35,0.03,0.53,190.47,70.84,0.52,86.38,445.8,0,1,45-54,Prepaid_Monthly,Premium_Smartphone,4G,Very_Light
SUB7456182,2026-04-06,1.8,1.56,1.01,0.64,3922.47,448.57,6.8,66.22,4496.69,1,0,35-44,Postpaid_Basic,Mid_Range,5G,Moderate
SUB9118612,2026-03-20,3.36,1.83,0.43,5.53,5606.55,504.22,6.15,791.58,6810.14,0,0,18-24,Postpaid_Premium,Premium_Smartphone,4G+,Heavy
SUB7999366,2026-04-04,0.18,0.98,2.47,0.06,280.45,278.49,17.28,7.15,564.93,0,0,35-44,Postpaid_Basic,Basic_Phone,5G,Light
SUB3471321,2026-04-13,2.52,0.3,0.18,0.05,2573.3,76.87,1.51,9.65,2760.66,1,0,18-24,Prepaid_Daily,Premium_Smartphone,4G,Moderate
SUB1700270,2026-04-05,0.69,0.47,0.46,0.18,502.49,75.23,4.81,20.92,657.74,0,0,45-54,Postpaid_Basic,Mid_Range,4G,Light
SUB9479025,2026-04-05,2.27,1.68,0.06,0.54,1107.64,198.58,0.47,86.03,1431.01,0,1,25-34,Postpaid_Basic,Premium_Smartphone,3G,Light
SUB5622942,2026-04-05,0.87,0.65,0.58,0.83,621.15,138.33,9.26,38.87,877.31,0,0,35-44,Postpaid_Basic,Premium_Smartphone,4G,Light
SUB1192458,2026-04-07,1.99,2.12,0.61,0.35,2551.17,456.2,4.41,18.02,3220.7,0,0,18-24,Postpaid_Premium,5G_Device,4G,Moderate
SUB5718912,2026-04-01,0.58,1.29,0.43,0.11,229.23,158.88,8.57,14.63,432.28,0,0,25-34,Prepaid_Daily,Premium_Smartphone,3G,Very_Light
SUB4896937,2026-04-12,4.22,2.44,0.33,3.28,7717.91,594.58,4.34,623.32,8585.15,0,1,25-34,Postpaid_Premium,Premium_Smartphone,4G+,Heavy
SUB6497963,2026-04-09,8.0,1.44,0.11,0.68,5496.31,159.23,2.1,118.47,5323.92,1,0,25-34,Postpaid_Premium,Premium_Smartphone,3G,Heavy
SUB5102553,2026-03-30,8.0,2.17,0.39,0.17,21622.82,669.7,2.67,23.47,21756.54,0,0,25-34,Postpaid_Premium,Tablet,5G,Power_User
SUB9434858,2026-04-14,3.31,0.39,0.09,0.19,3942.21,93.22,1.49,36.59,3786.07,0,0,18-24,Postpaid_Basic,5G_Device,4G,Moderate
SUB1475147,2026-04-04,1.46,1.15,0.57,0.24,3542.15,289.51,7.08,19.98,4071.91,0,0,25-34,Prepaid_Monthly,5G_Device,5G,Moderate
SUB4017193,2026-03-28,1.63,1.94,1.5,0.87,2614.76,736.52,13.31,64.51,3562.1,0,1,25-34,Prepaid_Monthly,Premium_Smartphone,5G,Moderate
SUB3112368,2026-04-03,1.41,4.79,1.47,0.99,4436.3,1875.98,13.47,164.91,6008.31,1,0,45-54,Postpaid_Premium,Premium_Smartphone,5G,Heavy
SUB7818753,2026-04-05,3.95,3.51,0.42,0.23,3955.56,527.63,7.23,45.4,4882.9,1,0,25-34,Postpaid_Basic,Mid_Range,4G,Moderate
SUB1876336,2026-03-31,5.28,2.45,0.24,0.12,8311.4,883.14,3.19,4.96,8719.56,0,0,25-34,Prepaid_Monthly,5G_Device,5G,Heavy
SUB7436737,2026-04-09,0.32,0.09,0.0,0.09,149.25,7.67,0.0,12.31,210.84,0,0,55+,Postpaid_Basic,Mid_Range,3G,Very_Light
SUB5898107,2026-04-17,0.29,0.34,0.19,0.12,364.78,58.6,2.37,19.84,447.92,0,0,35-44,Postpaid_Premium,Basic_Phone,4G,Very_Light
SUB6782197,2026-04-01,5.97,2.6,0.68,0.86,6155.68,876.49,3.57,150.63,6851.99,0,1,25-34,Prepaid_Daily,Premium_Smartphone,4G+,Heavy
SUB5071867,2026-04-16,3.25,2.02,0.53,3.25,8285.82,638.99,7.94,566.02,9398.2,0,1,25-34,Postpaid_Unlimited,Mid_Range,4G+,Heavy
SUB8110953,2026-03-25,0.86,0.5,0.32,0.07,264.95,47.47,2.61,10.15,399.8,0,0,45-54,Prepaid_Daily,5G_Device,3G,Very_Light
SUB2418060,2026-03-27,0.34,2.05,1.99,0.15,318.46,604.37,33.51,28.94,1204.0,0,1,25-34,Postpaid_Basic,5G_Device,4G,Light
SUB5228087,2026-04-04,1.01,0.52,0.11,2.02,731.65,143.58,1.34,353.39,1302.04,0,0,25-34,Postpaid_Basic,Premium_Smartphone,4G,Light
SUB5228456,2026-04-12,0.17,0.41,0.08,0.59,268.34,133.71,1.09,65.74,541.84,1,1,45-54,Prepaid_Daily,Mid_Range,5G,Light
SUB5639022,2026-03-19,1.37,0.7,0.51,2.04,4244.28,203.6,8.82,242.74,4876.68,0,0,18-24,Postpaid_Unlimited,Premium_Smartphone,5G,Moderate
SUB6796260,2026-04-15,4.17,0.53,0.46,0.11,2050.76,48.82,3.46,11.2,2161.13,1,0,45-54,Postpaid_Basic,Premium_Smartphone,3G,Moderate
SUB9537333,2026-03-19,0.67,0.45,0.27,0.3,1556.86,132.84,2.61,36.1,1951.19,0,0,25-34,Prepaid_Daily,Mid_Range,5G,Light
SUB9879823,2026-03-30,0.67,2.18,0.06,0.73,1018.75,466.29,0.9,68.77,1727.66,0,0,35-44,Postpaid_Premium,5G_Device,4G,Light
SUB6997804,2026-04-09,0.48,1.02,0.39,0.17,1112.32,224.22,5.69,32.91,1328.54,0,0,45-54,Postpaid_Premium,Mid_Range,4G+,Light
SUB3268693,2026-04-17,5.5,6.0,0.41,0.13,12090.28,1539.91,4.44,20.0,14118.94,1,1,25-34,Postpaid_Unlimited,5G_Device,4G+,Power_User
SUB4924152,2026-04-05,0.45,0.94,0.45,0.07,416.56,241.44,5.79,9.94,787.67,0,1,45-54,Prepaid_Monthly,5G_Device,4G,Light
SUB8688659,2026-04-16,0.4,0.93,0.11,0.1,888.78,268.06,2.01,12.92,1208.35,0,0,55+,Prepaid_Monthly,Tablet,5G,Light
SUB9710506,2026-04-13,1.04,0.37,0.1,0.09,861.36,91.15,1.02,9.64,1022.76,1,0,25-34,Prepaid_Daily,Premium_Smartphone,4G,Light
SUB1685338,2026-03-27,0.24,0.37,0.27,0.2,174.66,53.09,2.44,19.54,281.35,0,1,55+,Postpaid_Premium,Premium_Smartphone,3G,Very_Light
SUB4502415,2026-04-15,0.67,4.66,0.52,0.88,1101.99,1527.39,6.26,114.83,2814.1,0,0,18-24,Postpaid_Basic,5G_Device,4G+,Moderate
SUB7334625,2026-03-24,1.67,0.47,0.37,0.22,2202.36,134.67,2.0,15.55,2424.05,0,0,45-54,Postpaid_Unlimited,5G_Device,4G,Moderate
SUB9443353,2026-04-16,1.2,5.63,1.69,0.02,1121.94,1399.58,24.45,3.43,2874.7,0,0,25-34,Postpaid_Premium,5G_Device,4G,Moderate
SUB2683032,2026-03-19,0.68,3.95,0.57,0.1,1676.5,1051.4,9.1,4.38,2651.58,0,0,25-34,Postpaid_Unlimited,5G_Device,4G+,Moderate
SUB6232651,2026-03-24,4.54,3.7,1.98,0.24,3144.18,458.17,25.25,12.85,3861.79,0,1,18-24,Postpaid_Unlimited,Premium_Smartphone,3G,Moderate
SUB6954632,2026-04-11,0.34,0.3,0.2,0.25,259.82,61.23,2.72,15.92,334.98,1,0,25-34,Prepaid_Monthly,Basic_Phone,4G,Very_Light
SUB3118219,2026-04-13,1.57,1.16,1.03,2.73,1868.45,182.4,17.12,472.96,2382.52,1,1,18-24,Prepaid_Daily,Mid_Range,4G,Moderate
SUB3148185,2026-03-23,0.25,0.32,0.13,0.17,496.02,115.36,2.14,24.25,723.91,1,0,55+,Prepaid_Daily,Premium_Smartphone,5G,Light
SUB9433864,2026-03-30,0.42,0.34,0.3,0.23,915.12,107.59,5.81,17.86,1149.22,0,0,45-54,Prepaid_Monthly,Mid_Range,5G,Light
SUB8037449,2026-04-17,7.16,2.59,0.44,0.05,6909.13,482.2,3.97,7.29,6812.01,0,0,18-24,Postpaid_Basic,Premium_Smartphone,4G,Heavy
SUB9890872,2026-04-17,5.21,2.8,0.12,0.22,7853.35,889.26,0.91,27.64,8857.63,0,0,18-24,Prepaid_Daily,Premium_Smartphone,5G,Heavy
SUB4346145,2026-04-04,0.93,1.54,0.06,0.07,971.81,381.97,1.07,11.68,1482.34,0,1,45-54,Prepaid_Monthly,Mid_Range,4G+,Light
SUB3183955,2026-03-22,0.83,0.55,0.53,0.21,1360.5,110.72,7.52,41.05,1493.97,0,0,25-34,Prepaid_Monthly,Mid_Range,4G+,Light
SUB1479809,2026-03-30,1.53,1.7,0.22,0.52,1528.81,385.33,3.24,83.12,2164.53,0,0,18-24,Prepaid_Daily,Premium_Smartphone,4G,Moderate
SUB3650432,2026-03-20,1.58,0.67,0.56,0.74,3014.74,262.09,5.28,106.23,3412.74,0,0,25-34,Prepaid_Monthly,5G_Device,5G,Moderate
SUB5175282,2026-04-10,0.78,2.38,0.59,1.66,1381.22,657.9,10.29,190.59,2347.24,0,0,25-34,Prepaid_Daily,5G_Device,5G,Moderate
SUB6455483,2026-04-03,1.63,1.22,0.27,1.2,2561.34,387.75,4.73,90.85,3288.69,1,1,18-24,Prepaid_Monthly,Mid_Range,5G,Moderate
SUB7864547,2026-04-10,0.5,1.89,0.87,0.41,439.97,507.92,11.66,37.86,1129.23,1,1,35-44,Prepaid_Daily,Premium_Smartphone,4G,Light
SUB2767413,2026-03-23,3.44,0.57,1.43,0.09,2396.73,45.79,23.73,10.89,2616.13,0,0,35-44,Postpaid_Premium,5G_Device,3G,Moderate
SUB3573697,2026-03-30,1.31,0.75,0.24,0.3,956.38,200.99,3.81,16.28,1165.92,0,1,18-24,Prepaid_Daily,Premium_Smartphone,4G,Light
SUB4600952,2026-03-31,0.46,0.58,0.21,0.0,1660.46,163.63,1.8,0.0,1816.47,1,0,55+,Postpaid_Unlimited,Mid_Range,5G,Light
SUB2971277,2026-04-14,0.32,2.03,0.31,0.48,618.15,759.9,5.42,36.66,1463.81,0,0,35-44,Postpaid_Basic,Mid_Range,5G,Light
SUB6546510,2026-03-31,0.84,1.59,3.46,0.83,2089.77,632.17,62.98,66.7,3217.04,0,1,25-34,Postpaid_Basic,Mid_Range,5G,Moderate
SUB8896403,2026-03-24,0.25,3.39,0.71,0.63,258.6,557.37,8.2,84.27,1011.62,1,1,18-24,Postpaid_Basic,Mid_Range,4G,Light
SUB7097020,2026-04-07,0.28,3.96,0.32,0.05,276.21,612.2,6.4,8.04,953.79,1,0,18-24,Prepaid_Monthly,Mid_Range,4G,Light
SUB6354342,2026-04-02,0.48,1.35,0.06,0.11,214.7,110.08,1.02,4.54,351.15,0,0,25-34,Prepaid_Daily,Premium_Smartphone,3G,Very_Light
SUB2196311,2026-04-01,4.97,4.2,1.16,0.27,10033.01,942.98,14.76,12.16,11534.71,1,1,18-24,Postpaid_Premium,Premium_Smartphone,4G,Power_User
SUB1142157,2026-04-06,2.36,3.42,0.23,2.59,3979.61,668.35,2.61,323.01,4655.99,0,0,25-34,Postpaid_Unlimited,Premium_Smartphone,4G,Moderate
SUB5788109,2026-04-09,4.87,0.66,0.4,0.82,11272.11,228.95,2.39,61.32,12094.39,0,1,18-24,Postpaid_Unlimited,Mid_Range,4G+,Power_User
SUB2462603,2026-03-28,0.22,0.54,0.84,0.37,290.77,82.34,12.99,17.07,488.78,0,0,35-44,Postpaid_Premium,Premium_Smartphone,4G,Very_Light
SUB1136645,2026-03-31,1.1,2.78,0.57,0.3,857.03,569.85,9.63,58.56,1489.51,0,1,45-54,Prepaid_Monthly,Premium_Smartphone,4G,Light
SUB2652131,2026-03-20,4.43,1.77,3.87,0.53,2017.04,158.37,33.58,103.63,2219.74,0,0,25-34,Postpaid_Basic,Tablet,3G,Moderate
SUB2186837,2026-04-14,1.87,2.61,0.06,0.16,3652.96,415.94,0.68,24.5,4245.33,0,1,35-44,Postpaid_Premium,Mid_Range,4G,Moderate
SUB9730829,2026-03-31,0.28,0.2,0.2,0.08,508.34,35.57,2.11,11.31,527.76,0,0,55+,Postpaid_Premium,Mid_Range,4G,Light
SUB8845219,2026-04-08,2.24,3.41,0.05,1.48,4111.1,1253.42,0.31,294.58,5368.96,0,1,35-44,Prepaid_Monthly,Mid_Range,5G,Heavy
SUB1053687,2026-03-29,2.55,4.31,0.18,0.57,2673.98,1292.28,3.52,86.25,4137.31,0,1,25-34,Postpaid_Unlimited,Premium_Smartphone,4G,Moderate
SUB3490272,2026-04-16,0.73,0.58,0.41,0.18,280.24,56.56,3.19,17.02,404.09,0,0,25-34,Prepaid_Monthly,Tablet,3G,Very_Light
SUB7843308,2026-04-05,0.39,0.55,0.18,0.23,296.38,117.33,1.56,27.69,649.18,1,1,45-54,Postpaid_Basic,Premium_Smartphone,4G,Light
SUB6173395,2026-04-06,4.2,3.93,1.01,1.72,11152.37,1264.67,13.53,185.7,13082.46,1,0,18-24,Postpaid_Unlimited,5G_Device,5G,Power_User
SUB3629137,2026-04-03,4.51,3.2,1.31,0.14,11055.4,1163.3,19.08,14.13,13150.26,1,0,25-34,Postpaid_Unlimited,Premium_Smartphone,5G,Power_User
SUB5776415,2026-04-10,0.01,0.59,0.27,0.01,6.81,50.01,2.73,0.81,82.69,1,1,35-44,Postpaid_Premium,Basic_Phone,3G,Very_Light
SUB8208387,2026-04-03,0.36,3.34,0.8,0.54,398.25,1130.65,4.79,33.43,1763.89,0,1,35-44,Prepaid_Monthly,5G_Device,4G+,Light
SUB7892180,2026-03-25,0.16,0.34,0.98,0.49,161.86,82.83,7.72,37.98,328.41,1,0,45-54,Prepaid_Monthly,Mid_Range,4G,Very_Light
SUB4861607,2026-03-24,0.27,0.29,0.1,0.17,330.7,73.11,1.73,25.33,432.88,0,0,25-34,Prepaid_Daily,Mid_Range,4G+,Very_Light
SUB5124390,2026-03-28,2.49,2.31,0.74,1.81,2636.48,508.79,9.7,119.42,3140.78,0,0,18-24,Postpaid_Premium,Tablet,4G,Moderate
SUB3656222,2026-03-27,0.48,0.17,0.07,0.01,486.37,26.26,1.11,1.8,545.74,1,0,55+,Postpaid_Basic,Mid_Range,4G,Light
SUB5434315,2026-04-07,0.73,0.77,0.66,0.84,700.12,125.31,3.6,60.02,961.2,0,0,18-24,Postpaid_Basic,Mid_Range,4G,Light
SUB2553744,2026-04-01,3.29,2.66,0.52,0.33,3342.39,673.65,3.0,38.01,3715.09,1,1,18-24,Postpaid_Basic,Mid_Range,4G,Moderate
SUB5266988,2026-03-24,1.28,2.02,0.98,0.27,1286.1,494.62,16.21,15.78,1927.59,1,0,25-34,Postpaid_Basic,Premium_Smartphone,4G,Light
SUB6693014,2026-04-08,0.09,0.2,0.05,0.09,37.0,29.46,0.52,15.93,95.68,0,0,45-54,Postpaid_Basic,Basic_Phone,3G,Very_Light
SUB9121485,2026-04-14,0.95,1.3,0.07,0.06,1637.56,203.45,1.34,11.0,1990.25,0,0,45-54,Postpaid_Unlimited,Mid_Range,4G,Light
SUB6459501,2026-04-01,0.49,0.17,0.01,0.08,244.27,17.51,0.16,7.47,327.14,0,0,55+,Prepaid_Daily,Premium_Smartphone,3G,Very_Light
SUB8575327,2026-03-25,4.11,1.99,0.38,0.29,16716.53,659.46,2.2,49.68,18441.08,0,1,18-24,Postpaid_Premium,5G_Device,5G,Power_User
SUB5013582,2026-04-16,7.28,0.89,0.37,0.37,12517.56,211.29,2.33,43.29,12398.5,0,0,25-34,Prepaid_Monthly,Mid_Range,4G+,Power_User
SUB3872875,2026-04-05,0.57,1.58,0.1,0.01,811.93,370.58,1.9,1.28,1321.28,0,0,25-34,Postpaid_Premium,Premium_Smartphone,4G,Light
SUB2841646,2026-04-01,3.66,2.12,0.81,1.44,5841.71,589.83,9.03,163.79,6028.18,0,1,45-54,Postpaid_Unlimited,Premium_Smartphone,4G,Heavy
SUB6800545,2026-04-11,0.23,0.88,0.08,0.08,96.11,81.03,1.35,15.77,189.93,0,0,25-34,Prepaid_Monthly,Basic_Phone,3G,Very_Light
SUB8970564,2026-04-15,0.27,0.18,0.72,0.29,322.6,38.73,12.71,22.42,488.87,0,1,18-24,Prepaid_Daily,Mid_Range,4G,Very_Light
SUB9038508,2026-04-15,4.07,6.0,0.33,0.15,1286.28,727.37,2.6,28.1,2060.46,0,1,35-44,Prepaid_Monthly,Premium_Smartphone,3G,Moderate
SUB2596246,2026-03-23,1.15,1.12,0.23,0.44,476.77,99.31,1.44,26.21,627.5,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,3G,Light
SUB9194253,2026-04-16,0.61,2.83,0.16,0.13,812.19,631.21,1.17,24.77,1527.73,0,0,25-34,Postpaid_Premium,Mid_Range,4G,Light
SUB5428622,2026-04-13,0.17,0.16,0.06,0.05,270.83,37.98,1.15,6.15,372.08,0,1,45-54,Prepaid_Daily,Basic_Phone,4G+,Very_Light
SUB3469930,2026-04-16,0.47,0.25,0.02,0.01,776.93,61.47,0.34,0.66,789.76,0,1,25-34,Prepaid_Daily,Basic_Phone,4G+,Light
SUB1131936,2026-03-24,1.62,6.0,1.06,2.32,3158.98,2069.09,12.92,243.68,5522.83,0,1,18-24,Postpaid_Premium,Premium_Smartphone,4G+,Heavy
SUB9226036,2026-03-28,1.76,5.17,0.36,0.35,2282.56,1197.44,3.31,38.31,3998.65,1,0,25-34,Postpaid_Basic,Premium_Smartphone,4G+,Moderate
SUB6152030,2026-04-15,1.81,2.07,1.01,0.33,3310.2,815.8,17.73,25.6,4696.22,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,5G,Moderate
SUB5842256,2026-03-28,1.42,0.55,0.71,1.11,1325.06,121.45,8.95,84.09,1469.62,1,0,18-24,Postpaid_Basic,Premium_Smartphone,4G,Light
SUB3469970,2026-04-15,2.98,0.72,0.15,0.09,3013.88,140.73,2.19,7.89,3383.5,0,1,35-44,Postpaid_Premium,5G_Device,4G,Moderate
SUB6062581,2026-04-16,0.4,3.68,1.0,0.45,730.73,1120.34,8.65,76.01,2245.97,1,0,18-24,Prepaid_Daily,Tablet,5G,Moderate
SUB6312470,2026-04-13,0.22,1.05,0.04,1.15,222.74,197.68,0.27,221.39,747.17,0,0,55+,Postpaid_Basic,Premium_Smartphone,4G,Light
SUB3578682,2026-03-26,0.88,3.09,1.03,1.47,1203.93,894.05,12.71,159.57,2238.06,0,0,18-24,Postpaid_Premium,Premium_Smartphone,4G,Moderate
SUB2504900,2026-04-17,1.45,0.49,0.58,0.17,1271.29,129.17,5.39,18.62,1558.48,0,1,25-34,Prepaid_Monthly,Mid_Range,4G,Light
SUB9580504,2026-03-30,8.0,1.98,0.01,1.03,12854.6,580.64,0.17,170.69,14286.7,1,0,25-34,Postpaid_Premium,Mid_Range,4G,Power_User
SUB6283422,2026-03-29,0.24,0.56,1.3,0.48,308.16,133.34,21.88,39.03,552.8,1,0,45-54,Postpaid_Premium,Premium_Smartphone,4G,Light
SUB5607765,2026-04-16,4.12,6.0,4.0,0.05,11143.26,2060.86,77.53,9.54,12776.75,1,0,25-34,Postpaid_Premium,Tablet,5G,Power_User
SUB8157676,2026-03-23,0.47,0.9,0.53,0.18,331.16,127.79,5.85,35.0,492.1,0,0,45-54,Postpaid_Premium,Mid_Range,3G,Very_Light
SUB3380612,2026-03-23,0.1,0.98,0.77,0.09,110.6,178.77,10.14,6.35,426.06,0,0,45-54,Postpaid_Premium,5G_Device,4G,Very_Light
SUB9622587,2026-04-01,1.58,2.39,0.51,0.25,3097.01,617.02,8.45,40.02,4199.51,1,0,55+,Postpaid_Premium,Tablet,4G+,Moderate
